"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_CC_DIRECT","trans-Golgi network membrane","0.84%","18","1388","112","20795","1.19e-3","2.90e-2","2.41","6.48e-1","2.76e-2","4.34e-4"
"GOTERM_BP_DIRECT","protein N-linked glycosylation","0.61%","13","1359","63","19478","1.21e-3","1.40e-1","2.96","9.94e-1","1.39e-1","3.44e-4"
"GOTERM_BP_DIRECT","protein folding","1.17%","25","1359","176","19478","1.22e-3","1.40e-1","2.04","9.95e-1","1.39e-1","5.37e-4"
"GOTERM_MF_DIRECT","ubiquitin-like protein transferase activity","0.42%","9","1383","31","19253","1.23e-3","7.45e-2","4.04","8.33e-1","7.36e-2","2.35e-4"
"GOTERM_BP_DIRECT","positive regulation of ATP-dependent activity","0.37%","8","1359","25","19478","1.24e-3","1.40e-1","4.59","9.95e-1","1.39e-1","2.03e-4"
"GOTERM_BP_DIRECT","protein phosphorylation","1.64%","35","1359","282","19478","1.28e-3","1.40e-1","1.78","9.96e-1","1.39e-1","6.59e-4"
"GOTERM_CC_DIRECT","trans-Golgi network","1.17%","25","1388","185","20795","1.34e-3","3.19e-2","2.02","6.93e-1","3.03e-2","5.99e-4"
"GOTERM_MF_DIRECT","protein-folding chaperone binding","0.84%","18","1383","106","19253","1.41e-3","8.23e-2","2.36","8.72e-1","8.13e-2","5.22e-4"
"GOTERM_CC_DIRECT","cytoskeleton","2.81%","60","1388","594","20795","1.43e-3","3.24e-2","1.51","7.16e-1","3.08e-2","8.88e-4"
"GOTERM_CC_DIRECT","anchoring junction","0.66%","14","1388","76","20795","1.45e-3","3.24e-2","2.76","7.20e-1","3.08e-2","4.50e-4"
"GOTERM_CC_DIRECT","mitochondrial membrane","1.22%","26","1388","197","20795","1.48e-3","3.24e-2","1.98","7.27e-1","3.08e-2","6.76e-4"
"GOTERM_CC_DIRECT","small ribosomal subunit","0.37%","8","1388","27","20795","1.57e-3","3.37e-2","4.44","7.49e-1","3.20e-2","2.73e-4"
"GOTERM_CC_DIRECT","growth cone","0.94%","20","1388","136","20795","1.73e-3","3.60e-2","2.20","7.82e-1","3.42e-2","7.01e-4"
"GOTERM_CC_DIRECT","centrosome","3.09%","66","1388","674","20795","1.76e-3","3.60e-2","1.47","7.88e-1","3.42e-2","1.13e-3"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA poly(A) tail shortening","0.33%","7","1359","20","19478","1.88e-3","2.01e-1","5.02","1.00e+0","2.00e-1","2.74e-4"
"GOTERM_CC_DIRECT","slit diaphragm","0.23%","5","1388","9","20795","1.89e-3","3.78e-2","8.32","8.11e-1","3.59e-2","1.32e-4"
"GOTERM_BP_DIRECT","protein modification process","0.84%","18","1359","113","19478","2.10e-3","2.17e-1","2.28","1.00e+0","2.16e-1","8.12e-4"
"GOTERM_CC_DIRECT","early endosome","1.69%","36","1388","315","20795","2.12e-3","4.14e-2","1.71","8.45e-1","3.93e-2","1.14e-3"
"GOTERM_BP_DIRECT","substrate-dependent cell migration, cell extension","0.23%","5","1359","9","19478","2.23e-3","2.17e-1","7.96","1.00e+0","2.16e-1","1.63e-4"
"GOTERM_BP_DIRECT","DNA repair","1.69%","36","1359","303","19478","2.27e-3","2.17e-1","1.70","1.00e+0","2.16e-1","1.23e-3"
"GOTERM_BP_DIRECT","negative regulation of fat cell differentiation","0.56%","12","1359","59","19478","2.28e-3","2.17e-1","2.92","1.00e+0","2.16e-1","6.60e-4"
"GOTERM_BP_DIRECT","vesicle-mediated transport","1.50%","32","1359","259","19478","2.29e-3","2.17e-1","1.77","1.00e+0","2.16e-1","1.18e-3"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","0.61%","13","1359","68","19478","2.39e-3","2.22e-1","2.74","1.00e+0","2.21e-1","7.44e-4"
"GOTERM_BP_DIRECT","endocytosis","1.22%","26","1359","196","19478","2.49e-3","2.27e-1","1.90","1.00e+0","2.25e-1","1.19e-3"
"GOTERM_CC_DIRECT","glutamatergic synapse","2.72%","58","1388","588","20795","2.86e-3","5.46e-2","1.48","9.19e-1","5.19e-2","1.84e-3"
"GOTERM_BP_DIRECT","regulation of DNA-templated transcription","4.31%","92","1359","980","19478","3.03e-3","2.67e-1","1.35","1.00e+0","2.65e-1","2.12e-3"
"GOTERM_BP_DIRECT","protein dephosphorylation","0.66%","14","1359","79","19478","3.06e-3","2.67e-1","2.54","1.00e+0","2.65e-1","1.04e-3"
"GOTERM_BP_DIRECT","focal adhesion assembly","0.37%","8","1359","29","19478","3.16e-3","2.70e-1","3.95","1.00e+0","2.68e-1","6.28e-4"
"GOTERM_BP_DIRECT","mRNA processing","1.55%","33","1359","276","19478","3.25e-3","2.73e-1","1.71","1.00e+0","2.71e-1","1.73e-3"
"GOTERM_CC_DIRECT","cell junction","1.17%","25","1388","198","20795","3.33e-3","6.19e-2","1.89","9.47e-1","5.88e-2","1.60e-3"
"GOTERM_CC_DIRECT","chromatin","4.69%","100","1388","1133","20795","3.38e-3","6.19e-2","1.32","9.49e-1","5.88e-2","2.39e-3"
"GOTERM_BP_DIRECT","deadenylation-dependent decapping of nuclear-transcribed mRNA","0.23%","5","1359","10","19478","3.51e-3","2.89e-1","7.17","1.00e+0","2.87e-1","3.07e-4"
"GOTERM_MF_DIRECT","kinase activity","1.36%","29","1383","227","19253","3.54e-3","1.99e-1","1.78","9.94e-1","1.96e-1","1.81e-3"
"GOTERM_CC_DIRECT","small-subunit processome","0.61%","13","1388","75","20795","3.85e-3","6.92e-2","2.60","9.66e-1","6.57e-2","1.28e-3"
"GOTERM_BP_DIRECT","neuron projection morphogenesis","0.56%","12","1359","63","19478","3.89e-3","3.09e-1","2.73","1.00e+0","3.07e-1","1.22e-3"
"GOTERM_MF_DIRECT","histone binding","1.22%","26","1383","197","19253","3.90e-3","2.08e-1","1.84","9.97e-1","2.05e-1","1.93e-3"
"GOTERM_BP_DIRECT","intracellular iron ion homeostasis","0.61%","13","1359","72","19478","3.90e-3","3.09e-1","2.59","1.00e+0","3.07e-1","1.30e-3"
"GOTERM_MF_DIRECT","actin binding","1.87%","40","1383","349","19253","3.99e-3","2.08e-1","1.60","9.97e-1","2.05e-1","2.32e-3"
"GOTERM_MF_DIRECT","zinc ion binding","8.86%","189","1383","2187","19253","4.36e-3","2.19e-1","1.20","9.98e-1","2.16e-1","3.51e-3"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","0.75%","16","1359","102","19478","4.65e-3","3.62e-1","2.25","1.00e+0","3.59e-1","1.82e-3"
"GOTERM_MF_DIRECT","AMP-activated protein kinase activity","1.45%","31","1383","253","19253","4.66e-3","2.22e-1","1.71","9.99e-1","2.19e-1","2.50e-3"
"GOTERM_MF_DIRECT","enzyme binding","1.97%","42","1383","375","19253","4.72e-3","2.22e-1","1.56","9.99e-1","2.19e-1","2.82e-3"
"GOTERM_MF_DIRECT","chromatin binding","2.44%","52","1383","491","19253","5.06e-3","2.31e-1","1.47","9.99e-1","2.28e-1","3.16e-3"
"GOTERM_CC_DIRECT","smooth endoplasmic reticulum","0.33%","7","1388","25","20795","5.14e-3","9.03e-2","4.19","9.89e-1","8.58e-2","9.61e-4"
"GOTERM_BP_DIRECT","regulation of stem cell differentiation","0.33%","7","1359","24","19478","5.14e-3","3.92e-1","4.18","1.00e+0","3.90e-1","9.55e-4"
"GOTERM_MF_DIRECT","transcription coregulator activity","0.89%","19","1383","130","19253","5.39e-3","2.38e-1","2.03","1.00e+0","2.35e-1","2.36e-3"
"GOTERM_BP_DIRECT","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","0.42%","9","1359","40","19478","5.66e-3","4.25e-1","3.22","1.00e+0","4.21e-1","1.45e-3"
"GOTERM_MF_DIRECT","protein kinase binding","2.44%","52","1383","495","19253","5.84e-3","2.49e-1","1.46","1.00e+0","2.45e-1","3.76e-3"
"GOTERM_MF_DIRECT","molecular adaptor activity","1.17%","25","1383","193","19253","5.96e-3","2.49e-1","1.80","1.00e+0","2.45e-1","3.00e-3"
"GOTERM_BP_DIRECT","cytoskeleton organization","0.98%","21","1359","156","19478","6.03e-3","4.45e-1","1.93","1.00e+0","4.42e-1","2.81e-3"
"GOTERM_MF_DIRECT","double-stranded RNA binding","0.61%","13","1383","74","19253","6.17e-3","2.50e-1","2.45","1.00e+0","2.47e-1","2.18e-3"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","1.64%","35","1359","311","19478","6.17e-3","4.47e-1","1.61","1.00e+0","4.44e-1","3.54e-3"
"GOTERM_CC_DIRECT","Flemming body","0.37%","8","1388","34","20795","6.33e-3","1.09e-1","3.53","9.96e-1","1.04e-1","1.47e-3"
"GOTERM_BP_DIRECT","protein K63-linked ubiquitination","0.52%","11","1359","58","19478","6.34e-3","4.48e-1","2.72","1.00e+0","4.45e-1","1.99e-3"
"GOTERM_BP_DIRECT","viral release from host cell","0.28%","6","1359","18","19478","6.51e-3","4.48e-1","4.78","1.00e+0","4.45e-1","1.02e-3"
"GOTERM_BP_DIRECT","regulation of double-strand break repair via homologous recombination","0.28%","6","1359","18","19478","6.51e-3","4.48e-1","4.78","1.00e+0","4.45e-1","1.02e-3"
"GOTERM_BP_DIRECT","ERAD pathway","0.70%","15","1359","96","19478","6.61e-3","4.48e-1","2.24","1.00e+0","4.45e-1","2.59e-3"
"GOTERM_MF_DIRECT","ATP-dependent H3-H4 histone complex chaperone activity","0.98%","21","1383","154","19253","7.15e-3","2.62e-1","1.90","1.00e+0","2.59e-1","3.39e-3"
"GOTERM_MF_DIRECT","chromatin extrusion motor activity","0.98%","21","1383","154","19253","7.15e-3","2.62e-1","1.90","1.00e+0","2.59e-1","3.39e-3"
"GOTERM_MF_DIRECT","ATP-dependent H2AZ histone chaperone activity","0.98%","21","1383","154","19253","7.15e-3","2.62e-1","1.90","1.00e+0","2.59e-1","3.39e-3"
"GOTERM_MF_DIRECT","histone acetyltransferase activity","0.33%","7","1383","25","19253","7.33e-3","2.62e-1","3.90","1.00e+0","2.59e-1","1.48e-3"
"GOTERM_MF_DIRECT","ubiquitin-specific protease binding","0.28%","6","1383","18","19253","7.36e-3","2.62e-1","4.64","1.00e+0","2.59e-1","1.19e-3"
"GOTERM_CC_DIRECT","spindle pole","0.89%","19","1388","144","20795","7.43e-3","1.23e-1","1.98","9.99e-1","1.17e-1","3.38e-3"
"GOTERM_CC_DIRECT","fibrillar center","0.98%","21","1388","166","20795","7.44e-3","1.23e-1","1.90","9.99e-1","1.17e-1","3.55e-3"
"GOTERM_CC_DIRECT","transcription regulator complex","1.22%","26","1388","223","20795","7.60e-3","1.24e-1","1.75","9.99e-1","1.17e-1","3.98e-3"
"GOTERM_MF_DIRECT","histone H3T45 kinase activity","1.41%","30","1383","251","19253","7.62e-3","2.65e-1","1.66","1.00e+0","2.61e-1","4.19e-3"
"GOTERM_BP_DIRECT","positive regulation of protein binding","0.42%","9","1359","42","19478","7.68e-3","5.13e-1","3.07","1.00e+0","5.09e-1","2.08e-3"
"GOTERM_CC_DIRECT","cytoplasmic stress granule","0.70%","15","1388","102","20795","7.73e-3","1.24e-1","2.20","9.99e-1","1.17e-1","3.10e-3"
"GOTERM_MF_DIRECT","ATPase binding","0.66%","14","1383","86","19253","8.13e-3","2.68e-1","2.27","1.00e+0","2.65e-1","3.14e-3"
"GOTERM_BP_DIRECT","intracellular signal transduction","2.25%","48","1359","470","19478","8.15e-3","5.36e-1","1.46","1.00e+0","5.32e-1","5.13e-3"
"GOTERM_MF_DIRECT","cohesin loader activity","0.98%","21","1383","156","19253","8.23e-3","2.68e-1","1.87","1.00e+0","2.65e-1","3.95e-3"
"GOTERM_CC_DIRECT","SMAD protein complex","0.19%","4","1388","7","20795","8.45e-3","1.33e-1","8.56","9.99e-1","1.26e-1","5.87e-4"
"GOTERM_MF_DIRECT","transcription corepressor binding","0.47%","10","1383","50","19253","8.49e-3","2.68e-1","2.78","1.00e+0","2.65e-1","2.58e-3"
"GOTERM_BP_DIRECT","negative regulation of translation","0.70%","15","1359","99","19478","8.65e-3","5.60e-1","2.17","1.00e+0","5.56e-1","3.51e-3"
"GOTERM_CC_DIRECT","microtubule organizing center","0.66%","14","1388","93","20795","8.65e-3","1.33e-1","2.26","1.00e+0","1.27e-1","3.38e-3"
"GOTERM_MF_DIRECT","protein serine/threonine phosphatase activity","0.52%","11","1383","59","19253","8.74e-3","2.68e-1","2.60","1.00e+0","2.65e-1","2.88e-3"
"GOTERM_CC_DIRECT","axon cytoplasm","0.52%","11","1388","64","20795","9.44e-3","1.43e-1","2.58","1.00e+0","1.36e-1","3.17e-3"
