"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","intracellular signal transduction","2.29%","83","3093","432","29712","5.74e-8","4.84e-5","1.85","3.39e-4","4.79e-5","2.72e-8"
"GOTERM_CC_DIRECT","centrosome","3.17%","115","3101","663","29722","5.99e-8","3.52e-6","1.66","6.33e-5","3.21e-6","3.23e-8"
"GOTERM_MF_DIRECT","mRNA binding","1.68%","61","3069","280","28924","8.57e-8","9.77e-6","2.05","1.56e-4","9.34e-6","3.62e-8"
"GOTERM_CC_DIRECT","clathrin-coated pit","0.66%","24","3101","67","29722","1.33e-7","7.40e-6","3.43","1.41e-4","6.74e-6","2.79e-8"
"GOTERM_CC_DIRECT","postsynaptic density, intracellular component","0.58%","21","3101","53","29722","1.46e-7","7.71e-6","3.80","1.54e-4","7.02e-6","2.63e-8"
"GOTERM_BP_DIRECT","random inactivation of X chromosome","0.33%","12","3093","18","29712","2.42e-7","1.63e-4","6.40","1.43e-3","1.61e-4","1.61e-8"
"GOTERM_BP_DIRECT","protein folding","0.96%","35","3093","129","29712","2.49e-7","1.63e-4","2.61","1.47e-3","1.61e-4","7.72e-8"
"GOTERM_BP_DIRECT","chromatin organization","1.60%","58","3093","275","29712","3.05e-7","1.80e-4","2.03","1.80e-3","1.78e-4","1.31e-7"
"GOTERM_CC_DIRECT","endomembrane system","1.82%","66","3101","329","29722","3.24e-7","1.62e-5","1.92","3.42e-4","1.47e-5","1.48e-7"
"GOTERM_CC_DIRECT","postsynapse","2.12%","77","3101","406","29722","3.37e-7","1.62e-5","1.82","3.56e-4","1.47e-5","1.65e-7"
"GOTERM_BP_DIRECT","mRNA processing","1.52%","55","3093","257","29712","3.92e-7","2.10e-4","2.06","2.31e-3","2.08e-4","1.66e-7"
"GOTERM_CC_DIRECT","focal adhesion","1.30%","47","3101","205","29722","4.22e-7","1.94e-5","2.20","4.46e-4","1.77e-5","1.64e-7"
"GOTERM_CC_DIRECT","nuclear speck","2.34%","85","3101","467","29722","4.82e-7","2.12e-5","1.74","5.10e-4","1.93e-5","2.48e-7"
"GOTERM_BP_DIRECT","actin cytoskeleton organization","1.43%","52","3093","239","29712","4.97e-7","2.45e-4","2.09","2.93e-3","2.42e-4","2.05e-7"
"GOTERM_MF_DIRECT","small GTPase binding","1.71%","62","3069","301","28924","5.22e-7","5.56e-5","1.94","9.50e-4","5.32e-5","2.36e-7"
"GOTERM_MF_DIRECT","histone H3T6 kinase activity","1.52%","55","3069","255","28924","5.49e-7","5.56e-5","2.03","1.00e-3","5.32e-5","2.34e-7"
"GOTERM_MF_DIRECT","zinc ion binding","6.61%","240","3069","1667","28924","6.22e-7","5.97e-5","1.36","1.13e-3","5.71e-5","4.32e-7"
"GOTERM_CC_DIRECT","nuclear body","2.04%","74","3101","391","29722","6.27e-7","2.65e-5","1.81","6.62e-4","2.41e-5","3.07e-7"
"GOTERM_MF_DIRECT","enzyme binding","2.34%","85","3069","464","28924","7.20e-7","6.57e-5","1.73","1.31e-3","6.28e-5","3.76e-7"
"GOTERM_CC_DIRECT","ribonucleoprotein complex","1.76%","64","3101","323","29722","7.75e-7","3.15e-5","1.90","8.19e-4","2.87e-5","3.59e-7"
"GOTERM_MF_DIRECT","AMP-activated protein kinase activity","1.52%","55","3069","258","28924","8.07e-7","7.01e-5","2.01","1.47e-3","6.70e-5","3.50e-7"
"GOTERM_MF_DIRECT","protein kinase activity","1.60%","58","3069","279","28924","9.24e-7","7.66e-5","1.96","1.68e-3","7.32e-5","4.13e-7"
"GOTERM_CC_DIRECT","Golgi membrane","2.84%","103","3101","613","29722","1.41e-6","5.51e-5","1.61","1.49e-3","5.02e-5","7.73e-7"
"GOTERM_BP_DIRECT","RNA splicing","1.24%","45","3093","201","29712","1.43e-6","6.47e-4","2.15","8.38e-3","6.40e-4","5.68e-7"
"GOTERM_MF_DIRECT","mRNA 3'-UTR binding","0.83%","30","3069","108","28924","1.80e-6","1.05e-4","2.62","3.27e-3","1.01e-4","5.51e-7"
"GOTERM_BP_DIRECT","rhythmic process","0.72%","26","3093","88","29712","2.13e-6","8.97e-4","2.84","1.25e-2","8.87e-4","5.88e-7"
"GOTERM_MF_DIRECT","histone H2AS121 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H3S28 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H2AS1 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","Rho-dependent protein serine/threonine kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","ribosomal protein S6 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H3S10 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H2BS14 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H3S57 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H2AXS139 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H2BS36 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","3-phosphoinositide-dependent protein kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H3T3 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","DNA-dependent protein kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H4S1 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","histone H2AT120 kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_MF_DIRECT","eukaryotic translation initiation factor 2alpha kinase activity","1.46%","53","3069","253","28924","2.25e-6","1.05e-4","1.97","4.10e-3","1.01e-4","9.97e-7"
"GOTERM_CC_DIRECT","endoplasmic reticulum","5.07%","184","3101","1262","29722","2.42e-6","9.14e-5","1.40","2.56e-3","8.33e-5","1.62e-6"
"GOTERM_MF_DIRECT","chromatin extrusion motor activity","0.99%","36","3069","145","28924","2.46e-6","1.07e-4","2.34","4.47e-3","1.02e-4","8.75e-7"
"GOTERM_MF_DIRECT","ATP-dependent H2AZ histone chaperone activity","0.99%","36","3069","145","28924","2.46e-6","1.07e-4","2.34","4.47e-3","1.02e-4","8.75e-7"
"GOTERM_MF_DIRECT","ATP-dependent H3-H4 histone complex chaperone activity","0.99%","36","3069","145","28924","2.46e-6","1.07e-4","2.34","4.47e-3","1.02e-4","8.75e-7"
"GOTERM_MF_DIRECT","histone H3T45 kinase activity","1.46%","53","3069","254","28924","2.55e-6","1.08e-4","1.97","4.63e-3","1.03e-4","1.13e-6"
"GOTERM_MF_DIRECT","histone H3T11 kinase activity","1.46%","53","3069","255","28924","2.87e-6","1.19e-4","1.96","5.22e-3","1.14e-4","1.28e-6"
"GOTERM_MF_DIRECT","cohesin loader activity","0.99%","36","3069","147","28924","3.43e-6","1.39e-4","2.31","6.23e-3","1.33e-4","1.24e-6"
"GOTERM_CC_DIRECT","lamellipodium","1.24%","45","3101","207","29722","3.45e-6","1.26e-4","2.08","3.64e-3","1.14e-4","1.43e-6"
"GOTERM_MF_DIRECT","DNA clamp loader activity","1.02%","37","3069","154","28924","3.94e-6","1.56e-4","2.26","7.15e-3","1.49e-4","1.46e-6"
"GOTERM_MF_DIRECT","ionotropic glutamate receptor binding","0.52%","19","3069","53","28924","4.57e-6","1.77e-4","3.38","8.29e-3","1.69e-4","9.79e-7"
"GOTERM_MF_DIRECT","ubiquitin-protein transferase activity","1.38%","50","3069","241","28924","5.96e-6","2.26e-4","1.96","1.08e-2","2.16e-4","2.67e-6"
"GOTERM_MF_DIRECT","transcription coregulator activity","0.88%","32","3069","127","28924","7.05e-6","2.62e-4","2.37","1.28e-2","2.51e-4","2.46e-6"
"GOTERM_CC_DIRECT","nuclear membrane","1.49%","54","3101","275","29722","7.98e-6","2.81e-4","1.88","8.40e-3","2.56e-4","3.75e-6"
"GOTERM_BP_DIRECT","in utero embryonic development","1.82%","66","3093","361","29712","8.11e-6","3.19e-3","1.76","4.68e-2","3.16e-3","4.07e-6"
"GOTERM_MF_DIRECT","histone binding","1.07%","39","3069","172","28924","8.90e-6","3.24e-4","2.14","1.61e-2","3.10e-4","3.56e-6"
"GOTERM_CC_DIRECT","cytoplasmic side of plasma membrane","0.83%","30","3101","119","29722","1.03e-5","3.52e-4","2.42","1.08e-2","3.20e-4","3.53e-6"
"GOTERM_BP_DIRECT","dendritic spine development","0.33%","12","3093","24","29712","1.05e-5","3.81e-3","4.80","5.99e-2","3.77e-3","1.29e-6"
"GOTERM_BP_DIRECT","nervous system development","1.65%","60","3093","321","29712","1.10e-5","3.81e-3","1.80","6.27e-2","3.77e-3","5.36e-6"
"GOTERM_CC_DIRECT","nuclear matrix","0.91%","33","3101","138","29722","1.12e-5","3.70e-4","2.29","1.18e-2","3.37e-4","4.10e-6"
"GOTERM_MF_DIRECT","ATP hydrolysis activity","2.07%","75","3069","423","28924","1.12e-5","4.01e-4","1.67","2.02e-2","3.84e-4","6.07e-6"
"GOTERM_BP_DIRECT","regulation of circadian rhythm","0.58%","21","3093","68","29712","1.22e-5","4.02e-3","2.97","6.97e-2","3.97e-3","3.18e-6"
"GOTERM_MF_DIRECT","transmembrane transporter binding","1.07%","39","3069","175","28924","1.35e-5","4.75e-4","2.10","2.44e-2","4.54e-4","5.53e-6"
"GOTERM_CC_DIRECT","synaptic vesicle","1.07%","39","3101","179","29722","1.59e-5","4.96e-4","2.09","1.67e-2","4.52e-4","6.57e-6"
"GOTERM_CC_DIRECT","Schaffer collateral - CA1 synapse","0.96%","35","3101","153","29722","1.59e-5","4.96e-4","2.19","1.67e-2","4.52e-4","6.18e-6"
"GOTERM_BP_DIRECT","protein ubiquitination","2.09%","76","3093","443","29712","1.66e-5","5.16e-3","1.65","9.34e-2","5.10e-3","8.98e-6"
"GOTERM_BP_DIRECT","phospholipid transport","0.44%","16","3093","44","29712","2.13e-5","6.30e-3","3.49","1.18e-1","6.23e-3","4.39e-6"
"GOTERM_MF_DIRECT","actin filament binding","1.27%","46","3069","226","28924","2.42e-5","8.32e-4","1.92","4.31e-2","7.95e-4","1.11e-5"
"GOTERM_BP_DIRECT","peptidyl-serine phosphorylation","0.74%","27","3093","106","29712","2.47e-5","6.93e-3","2.45","1.35e-1","6.86e-3","8.30e-6"
"GOTERM_BP_DIRECT","vocal learning","0.19%","7","3093","8","29712","2.94e-5","7.58e-3","8.41","1.59e-1","7.50e-3","9.58e-7"
"GOTERM_BP_DIRECT","protein stabilization","1.24%","45","3093","225","29712","2.95e-5","7.58e-3","1.92","1.60e-1","7.50e-3","1.35e-5"
"GOTERM_MF_DIRECT","lysine-acetylated histone binding","0.33%","12","3069","26","28924","3.18e-5","1.07e-3","4.35","5.63e-2","1.03e-3","4.61e-6"
"GOTERM_BP_DIRECT","regulation of cell cycle","1.32%","48","3093","247","29712","3.33e-5","8.20e-3","1.87","1.79e-1","8.12e-3","1.58e-5"
"GOTERM_MF_DIRECT","protein phosphatase binding","0.80%","29","3069","119","28924","3.93e-5","1.30e-3","2.30","6.91e-2","1.25e-3","1.43e-5"
"GOTERM_CC_DIRECT","nuclear envelope","1.24%","45","3101","228","29722","4.35e-5","1.31e-3","1.89","4.49e-2","1.20e-3","2.03e-5"
"GOTERM_BP_DIRECT","modulation of chemical synaptic transmission","0.91%","33","3093","148","29712","4.72e-5","1.12e-2","2.14","2.43e-1","1.10e-2","1.88e-5"
"GOTERM_BP_DIRECT","multicellular organism growth","1.02%","37","3093","175","29712","5.05e-5","1.15e-2","2.03","2.58e-1","1.14e-2","2.16e-5"
"GOTERM_CC_DIRECT","cell cortex","1.13%","41","3101","202","29722","5.21e-5","1.53e-3","1.95","5.36e-2","1.39e-3","2.35e-5"
"GOTERM_BP_DIRECT","actin filament bundle assembly","0.41%","15","3093","42","29712","5.32e-5","1.16e-2","3.43","2.69e-1","1.15e-2","1.13e-5"
"GOTERM_BP_DIRECT","regulation of protein localization","0.74%","27","3093","111","29712","5.75e-5","1.21e-2","2.34","2.88e-1","1.20e-2","2.05e-5"
"GOTERM_BP_DIRECT","protein localization to plasma membrane","0.99%","36","3093","170","29712","6.27e-5","1.23e-2","2.03","3.09e-1","1.22e-2","2.67e-5"
"GOTERM_BP_DIRECT","regulation of postsynapse organization","0.47%","17","3093","53","29712","6.27e-5","1.23e-2","3.08","3.10e-1","1.22e-2","1.55e-5"
"GOTERM_CC_DIRECT","actin filament","0.69%","25","3101","99","29722","6.31e-5","1.80e-3","2.42","6.46e-2","1.64e-3","2.15e-5"
"GOTERM_MF_DIRECT","phosphatidylinositol-3,4,5-trisphosphate binding","0.44%","16","3069","47","28924","6.43e-5","2.06e-3","3.21","1.11e-1","1.97e-3","1.49e-5"
"GOTERM_MF_DIRECT","guanyl-nucleotide exchange factor activity","1.24%","45","3069","228","28924","6.45e-5","2.06e-3","1.86","1.11e-1","1.97e-3","3.06e-5"
"GOTERM_BP_DIRECT","peptidyl-threonine phosphorylation","0.44%","16","3093","48","29712","6.79e-5","1.29e-2","3.20","3.30e-1","1.28e-2","1.59e-5"
"GOTERM_MF_DIRECT","scaffold protein binding","0.66%","24","3069","92","28924","6.91e-5","2.17e-3","2.46","1.18e-1","2.08e-3","2.30e-5"
"GOTERM_CC_DIRECT","podosome","0.44%","16","3101","48","29722","6.96e-5","1.94e-3","3.19","7.10e-2","1.76e-3","1.63e-5"
"GOTERM_MF_DIRECT","magnesium ion binding","1.30%","47","3069","243","28924","7.25e-5","2.23e-3","1.82","1.24e-1","2.13e-3","3.53e-5"
"GOTERM_MF_DIRECT","structural constituent of postsynaptic density","0.22%","8","3069","12","28924","7.33e-5","2.23e-3","6.28","1.25e-1","2.13e-3","5.32e-6"
"GOTERM_CC_DIRECT","adherens junction","1.02%","37","3101","178","29722","7.66e-5","2.08e-3","1.99","7.78e-2","1.89e-3","3.34e-5"
"GOTERM_BP_DIRECT","protein polyubiquitination","0.88%","32","3093","145","29712","7.69e-5","1.37e-2","2.12","3.65e-1","1.36e-2","3.11e-5"
"GOTERM_BP_DIRECT","positive regulation of protein phosphorylation","1.21%","44","3093","227","29712","7.83e-5","1.37e-2","1.86","3.70e-1","1.36e-2","3.72e-5"
"GOTERM_BP_DIRECT","cAMP catabolic process","0.19%","7","3093","9","29712","8.03e-5","1.37e-2","7.47","3.78e-1","1.36e-2","3.92e-6"
"GOTERM_BP_DIRECT","vocalization behavior","0.28%","10","3093","20","29712","8.14e-5","1.37e-2","4.80","3.82e-1","1.36e-2","1.02e-5"
"GOTERM_CC_DIRECT","presynaptic cytosol","0.44%","16","3101","49","29722","9.07e-5","2.40e-3","3.13","9.15e-2","2.18e-3","2.19e-5"
"GOTERM_BP_DIRECT","ubiquitin-dependent protein catabolic process","1.24%","45","3093","236","29712","9.57e-5","1.55e-2","1.83","4.32e-1","1.53e-2","4.63e-5"
"GOTERM_BP_DIRECT","DNA damage response","1.63%","59","3093","338","29712","9.79e-5","1.55e-2","1.68","4.39e-1","1.53e-2","5.17e-5"
"GOTERM_BP_DIRECT","protein transport","2.20%","80","3093","498","29712","9.97e-5","1.55e-2","1.54","4.45e-1","1.53e-2","5.80e-5"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","0.55%","20","3093","72","29712","1.04e-4","1.57e-2","2.67","4.58e-1","1.55e-2","3.11e-5"
"GOTERM_BP_DIRECT","cell division","1.76%","64","3093","377","29712","1.11e-4","1.64e-2","1.63","4.80e-1","1.62e-2","6.05e-5"
"GOTERM_BP_DIRECT","mitotic G1 DNA damage checkpoint signaling","0.22%","8","3093","13","29712","1.28e-4","1.84e-2","5.91","5.29e-1","1.82e-2","1.09e-5"
"GOTERM_MF_DIRECT","metal ion binding","9.64%","350","3069","2748","28924","1.42e-4","4.26e-3","1.20","2.29e-1","4.07e-3","1.12e-4"
"GOTERM_MF_DIRECT","calmodulin binding","1.13%","41","3069","208","28924","1.46e-4","4.29e-3","1.86","2.34e-1","4.11e-3","6.93e-5"
"GOTERM_CC_DIRECT","cell projection","1.30%","47","3101","255","29722","1.59e-4","4.10e-3","1.77","1.55e-1","3.73e-3","8.04e-5"
"GOTERM_CC_DIRECT","early endosome","1.63%","59","3101","344","29722","1.67e-4","4.21e-3","1.64","1.62e-1","3.84e-3","9.23e-5"
"GOTERM_BP_DIRECT","protein import into nucleus","0.74%","27","3093","118","29712","1.68e-4","2.37e-2","2.20","6.30e-1","2.34e-2","6.49e-5"
"GOTERM_CC_DIRECT","nucleolus","3.78%","137","3101","966","29722","1.79e-4","4.41e-3","1.36","1.73e-1","4.02e-3","1.23e-4"
"GOTERM_BP_DIRECT","receptor localization to synapse","0.19%","7","3093","10","29712","1.83e-4","2.51e-2","6.72","6.61e-1","2.49e-2","1.19e-5"
"GOTERM_BP_DIRECT","chemical synaptic transmission","0.88%","32","3093","152","29712","1.91e-4","2.56e-2","2.02","6.76e-1","2.53e-2","8.17e-5"
"GOTERM_CC_DIRECT","growth cone","1.05%","38","3101","193","29722","1.94e-4","4.66e-3","1.89","1.85e-1","4.24e-3","9.04e-5"
"GOTERM_BP_DIRECT","protein localization to synapse","0.28%","10","3093","22","29712","1.99e-4","2.61e-2","4.37","6.91e-1","2.58e-2","2.92e-5"
"GOTERM_MF_DIRECT","protein folding chaperone","0.47%","17","3069","57","28924","2.04e-4","5.90e-3","2.81","3.11e-1","5.65e-3","5.68e-5"
"GOTERM_CC_DIRECT","ubiquitin ligase complex","0.66%","24","3101","100","29722","2.07e-4","4.80e-3","2.30","1.97e-1","4.37e-3","7.53e-5"
"GOTERM_CC_DIRECT","ciliary basal body","1.46%","53","3101","302","29722","2.09e-4","4.80e-3","1.68","1.98e-1","4.37e-3","1.12e-4"
"GOTERM_BP_DIRECT","regulation of protein stability","0.74%","27","3093","120","29712","2.24e-4","2.82e-2","2.16","7.34e-1","2.79e-2","8.81e-5"
"GOTERM_BP_DIRECT","JNK cascade","0.55%","20","3093","76","29712","2.24e-4","2.82e-2","2.53","7.34e-1","2.79e-2","7.21e-5"
"GOTERM_CC_DIRECT","synaptic membrane","0.58%","21","3101","82","29722","2.29e-4","5.08e-3","2.45","2.15e-1","4.63e-3","7.65e-5"
"GOTERM_CC_DIRECT","clathrin-coated vesicle","0.55%","20","3101","76","29722","2.31e-4","5.08e-3","2.52","2.16e-1","4.63e-3","7.44e-5"
"GOTERM_BP_DIRECT","positive regulation of microtubule polymerization","0.30%","11","3093","27","29712","2.33e-4","2.86e-2","3.91","7.48e-1","2.83e-2","4.07e-5"
"GOTERM_BP_DIRECT","cytoskeleton organization","0.85%","31","3093","147","29712","2.37e-4","2.86e-2","2.03","7.54e-1","2.83e-2","1.01e-4"
"GOTERM_BP_DIRECT","cell population proliferation","1.49%","54","3093","312","29712","2.44e-4","2.88e-2","1.66","7.63e-1","2.85e-2","1.33e-4"
"GOTERM_BP_DIRECT","insulin receptor signaling pathway","0.77%","28","3093","128","29712","2.72e-4","3.15e-2","2.10","8.00e-1","3.12e-2","1.11e-4"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","1.63%","59","3069","345","28924","2.80e-4","7.96e-3","1.61","3.99e-1","7.61e-3","1.57e-4"
"GOTERM_CC_DIRECT","presynapse","1.60%","58","3101","343","29722","2.80e-4","6.04e-3","1.62","2.56e-1","5.50e-3","1.56e-4"
"GOTERM_CC_DIRECT","myelin sheath","1.02%","37","3101","190","29722","2.97e-4","6.29e-3","1.87","2.70e-1","5.73e-3","1.40e-4"
"GOTERM_BP_DIRECT","positive regulation of canonical Wnt signaling pathway","0.72%","26","3093","116","29712","3.19e-4","3.62e-2","2.15","8.48e-1","3.59e-2","1.26e-4"
"GOTERM_CC_DIRECT","intracellular membrane-bounded organelle","3.83%","139","3101","997","29722","3.41e-4","7.07e-3","1.34","3.03e-1","6.44e-3","2.37e-4"
"GOTERM_BP_DIRECT","response to endoplasmic reticulum stress","0.69%","25","3093","110","29712","3.44e-4","3.83e-2","2.18","8.69e-1","3.79e-2","1.33e-4"
"GOTERM_CC_DIRECT","RNA polymerase II transcription regulator complex","0.80%","29","3101","137","29722","3.80e-4","7.73e-3","2.03","3.31e-1","7.04e-3","1.62e-4"
