"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_CC_DIRECT","nucleus","22.23%","691","2823","6018","29722","6.51e-9","5.42e-7","1.21","6.51e-6","5.00e-7","5.20e-9"
"GOTERM_CC_DIRECT","axon","2.93%","91","2823","516","29722","1.09e-8","8.41e-7","1.86","1.09e-5","7.75e-7","5.34e-9"
"GOTERM_MF_DIRECT","GTPase activator activity","1.74%","54","2795","244","28924","1.43e-8","8.53e-6","2.29","2.56e-5","8.25e-6","5.34e-9"
"GOTERM_MF_DIRECT","protein kinase binding","3.15%","98","2795","569","28924","2.29e-8","1.02e-5","1.78","4.10e-5","9.91e-6","1.16e-8"
"GOTERM_CC_DIRECT","protein-containing complex","4.50%","140","2823","924","29722","3.04e-8","2.04e-6","1.60","3.04e-5","1.87e-6","1.79e-8"
"GOTERM_CC_DIRECT","postsynaptic density, intracellular component","0.68%","21","2823","53","29722","3.05e-8","2.04e-6","4.17","3.05e-5","1.87e-6","4.97e-9"
"GOTERM_BP_DIRECT","actin cytoskeleton organization","1.64%","51","2824","239","29712","7.59e-8","2.17e-4","2.25","4.34e-4","2.15e-4","2.91e-8"
"GOTERM_MF_DIRECT","unfolded protein binding","0.90%","28","2795","92","28924","9.17e-8","3.26e-5","3.15","1.64e-4","3.15e-5","2.24e-8"
"GOTERM_CC_DIRECT","lamellipodium","1.48%","46","2823","207","29722","1.02e-7","6.34e-6","2.34","1.01e-4","5.84e-6","3.70e-8"
"GOTERM_MF_DIRECT","protein serine kinase activity","2.22%","69","2795","366","28924","1.09e-7","3.26e-5","1.95","1.96e-4","3.15e-5","4.95e-8"
"GOTERM_BP_DIRECT","nervous system development","1.99%","62","2824","321","29712","1.21e-7","2.30e-4","2.03","6.90e-4","2.28e-4","5.25e-8"
"GOTERM_CC_DIRECT","endomembrane system","1.99%","62","2823","329","29722","2.88e-7","1.69e-5","1.98","2.88e-4","1.56e-5","1.29e-7"
"GOTERM_CC_DIRECT","postsynapse","2.32%","72","2823","406","29722","3.41e-7","1.89e-5","1.87","3.41e-4","1.74e-5","1.62e-7"
"GOTERM_BP_DIRECT","negative regulation of transcription by RNA polymerase II","4.66%","145","2824","1005","29712","3.68e-7","5.26e-4","1.52","2.10e-3","5.22e-4","2.30e-7"
"GOTERM_CC_DIRECT","Golgi apparatus","5.18%","161","2823","1149","29722","4.70e-7","2.47e-5","1.48","4.69e-4","2.28e-5","3.01e-7"
"GOTERM_MF_DIRECT","SH3 domain binding","1.06%","33","2795","130","28924","5.52e-7","1.23e-4","2.63","9.87e-4","1.19e-4","1.72e-7"
"GOTERM_MF_DIRECT","transmembrane transporter binding","1.29%","40","2795","175","28924","5.52e-7","1.23e-4","2.37","9.87e-4","1.19e-4","1.97e-7"
"GOTERM_CC_DIRECT","adherens junction","1.29%","40","2823","178","29722","5.67e-7","2.74e-5","2.37","5.66e-4","2.53e-5","2.03e-7"
"GOTERM_CC_DIRECT","presynapse","2.03%","63","2823","343","29722","5.76e-7","2.74e-5","1.93","5.76e-4","2.53e-5","2.66e-7"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","5.66%","176","2824","1284","29712","5.97e-7","6.83e-4","1.44","3.41e-3","6.78e-4","4.02e-7"
"GOTERM_CC_DIRECT","cellular_component","33.74%","1049","2823","9809","29722","6.63e-7","3.01e-5","1.13","6.62e-4","2.77e-5","5.87e-7"
"GOTERM_MF_DIRECT","protein-containing complex binding","3.44%","107","2795","687","28924","8.93e-7","1.77e-4","1.61","1.59e-3","1.72e-4","5.07e-7"
"GOTERM_CC_DIRECT","Golgi membrane","3.09%","96","2823","613","29722","1.26e-6","5.49e-5","1.65","1.26e-3","5.06e-5","7.23e-7"
"GOTERM_MF_DIRECT","scaffold protein binding","0.84%","26","2795","92","28924","1.34e-6","2.39e-4","2.92","2.39e-3","2.31e-4","3.62e-7"
"GOTERM_MF_DIRECT","protein serine/threonine kinase activity","2.22%","69","2795","393","28924","1.60e-6","2.59e-4","1.82","2.85e-3","2.51e-4","7.96e-7"
"GOTERM_CC_DIRECT","synaptic vesicle","1.25%","39","2823","179","29722","1.78e-6","7.43e-5","2.29","1.78e-3","6.84e-5","6.65e-7"
"GOTERM_MF_DIRECT","ubiquitin protein ligase binding","1.93%","60","2795","329","28924","2.41e-6","3.59e-4","1.89","4.30e-3","3.47e-4","1.14e-6"
"GOTERM_MF_DIRECT","ATP binding","6.56%","204","2795","1543","28924","2.86e-6","3.93e-4","1.37","5.10e-3","3.80e-4","1.96e-6"
"GOTERM_CC_DIRECT","cytoskeleton","2.80%","87","2823","552","29722","3.21e-6","1.29e-4","1.66","3.21e-3","1.18e-4","1.78e-6"
"GOTERM_CC_DIRECT","focal adhesion","1.35%","42","2823","205","29722","3.53e-6","1.36e-4","2.16","3.53e-3","1.25e-4","1.42e-6"
"GOTERM_BP_DIRECT","endocytosis","1.29%","40","2824","191","29712","3.65e-6","3.47e-3","2.20","2.06e-2","3.45e-3","1.43e-6"
"GOTERM_MF_DIRECT","phosphatidylinositol-3,4,5-trisphosphate binding","0.55%","17","2795","47","28924","4.47e-6","5.71e-4","3.74","7.96e-3","5.52e-4","8.55e-7"
"GOTERM_CC_DIRECT","growth cone","1.29%","40","2823","193","29722","4.66e-6","1.73e-4","2.18","4.65e-3","1.59e-4","1.85e-6"
"GOTERM_MF_DIRECT","ionotropic glutamate receptor binding","0.58%","18","2795","53","28924","5.70e-6","6.62e-4","3.51","1.01e-2","6.40e-4","1.20e-6"
"GOTERM_CC_DIRECT","cell cortex","1.32%","41","2823","202","29722","5.95e-6","2.12e-4","2.14","5.93e-3","1.96e-4","2.42e-6"
"GOTERM_MF_DIRECT","transcription corepressor activity","1.32%","41","2795","199","28924","6.14e-6","6.62e-4","2.13","1.09e-2","6.40e-4","2.50e-6"
"GOTERM_MF_DIRECT","enzyme binding","2.44%","76","2795","464","28924","6.49e-6","6.62e-4","1.70","1.15e-2","6.40e-4","3.48e-6"
"GOTERM_MF_DIRECT","kinase activity","1.16%","36","2795","165","28924","6.66e-6","6.62e-4","2.26","1.18e-2","6.40e-4","2.52e-6"
"GOTERM_BP_DIRECT","intracellular signal transduction","2.28%","71","2824","432","29712","6.80e-6","4.87e-3","1.73","3.81e-2","4.83e-3","3.64e-6"
"GOTERM_BP_DIRECT","multicellular organism growth","1.19%","37","2824","175","29712","7.10e-6","4.87e-3","2.22","3.98e-2","4.83e-3","2.75e-6"
"GOTERM_BP_DIRECT","modulation of chemical synaptic transmission","1.06%","33","2824","148","29712","7.66e-6","4.87e-3","2.35","4.29e-2","4.83e-3","2.77e-6"
"GOTERM_CC_DIRECT","myelin sheath","1.25%","39","2823","190","29722","7.89e-6","2.72e-4","2.16","7.86e-3","2.51e-4","3.16e-6"
"GOTERM_CC_DIRECT","endoplasmic reticulum","5.37%","167","2823","1262","29722","8.94e-6","2.98e-4","1.39","8.90e-3","2.75e-4","6.18e-6"
"GOTERM_CC_DIRECT","clathrin-coated pit","0.64%","20","2823","67","29722","9.67e-6","3.12e-4","3.14","9.62e-3","2.87e-4","2.38e-6"
"GOTERM_CC_DIRECT","centrosome","3.15%","98","2823","663","29722","1.18e-5","3.68e-4","1.56","1.17e-2","3.39e-4","7.16e-6"
"GOTERM_MF_DIRECT","guanyl-nucleotide exchange factor activity","1.42%","44","2795","228","28924","1.51e-5","1.42e-3","2.00","2.66e-2","1.37e-3","6.64e-6"
"GOTERM_CC_DIRECT","cytoplasmic side of plasma membrane","0.90%","28","2823","119","29722","1.51e-5","4.46e-4","2.48","1.50e-2","4.11e-4","5.09e-6"
"GOTERM_CC_DIRECT","Schaffer collateral - CA1 synapse","1.06%","33","2823","153","29722","1.55e-5","4.46e-4","2.27","1.54e-2","4.11e-4","5.84e-6"
"GOTERM_CC_DIRECT","dendritic shaft","0.68%","21","2823","75","29722","1.56e-5","4.46e-4","2.95","1.55e-2","4.11e-4","4.20e-6"
"GOTERM_BP_DIRECT","biological_process","34.61%","1076","2824","10254","29712","1.77e-5","1.01e-2","1.10","9.64e-2","9.98e-3","1.52e-5"
"GOTERM_BP_DIRECT","positive regulation of DNA-templated transcription","3.57%","111","2824","782","29712","1.94e-5","1.01e-2","1.49","1.05e-1","9.98e-3","1.22e-5"
"GOTERM_MF_DIRECT","transcription coactivator activity","1.61%","50","2795","277","28924","2.39e-5","2.14e-3","1.87","4.19e-2","2.07e-3","1.14e-5"
"GOTERM_CC_DIRECT","chromatin","2.57%","80","2823","523","29722","2.44e-5","6.79e-4","1.61","2.41e-2","6.25e-4","1.41e-5"
"GOTERM_BP_DIRECT","protein folding","0.93%","29","2824","129","29712","2.56e-5","1.22e-2","2.37","1.36e-1","1.21e-2","9.16e-6"
"GOTERM_MF_DIRECT","mRNA 3'-UTR binding","0.84%","26","2795","108","28924","2.86e-5","2.36e-3","2.49","4.98e-2","2.28e-3","9.54e-6"
"GOTERM_MF_DIRECT","protein kinase activity","1.61%","50","2795","279","28924","2.90e-5","2.36e-3","1.85","5.06e-2","2.28e-3","1.40e-5"
"GOTERM_BP_DIRECT","vocalization behavior","0.32%","10","2824","20","29712","3.95e-5","1.74e-2","5.26","2.02e-1","1.72e-2","4.47e-6"
"GOTERM_MF_DIRECT","structural constituent of postsynaptic density","0.26%","8","2795","12","28924","3.98e-5","3.10e-3","6.90","6.87e-2","2.99e-3","2.61e-6"
"GOTERM_CC_DIRECT","actin filament","0.77%","24","2823","99","29722","4.23e-5","1.14e-3","2.55","4.14e-2","1.05e-3","1.37e-5"
"GOTERM_BP_DIRECT","peptidyl-serine phosphorylation","0.80%","25","2824","106","29712","4.60e-5","1.82e-2","2.48","2.31e-1","1.80e-2","1.55e-5"
"GOTERM_BP_DIRECT","cAMP catabolic process","0.23%","7","2824","9","29712","4.77e-5","1.82e-2","8.18","2.39e-1","1.80e-2","2.11e-6"
"GOTERM_CC_DIRECT","GABA-ergic synapse","1.13%","35","2823","177","29722","5.47e-5","1.44e-3","2.08","5.32e-2","1.32e-3","2.29e-5"
"GOTERM_MF_DIRECT","protein phosphatase binding","0.87%","27","2795","119","28924","5.74e-5","4.25e-3","2.35","9.76e-2","4.11e-3","2.07e-5"
"GOTERM_MF_DIRECT","ubiquitin-protein transferase activity","1.42%","44","2795","241","28924","5.94e-5","4.25e-3","1.89","1.01e-1","4.11e-3","2.80e-5"
"GOTERM_BP_DIRECT","rhythmic process","0.71%","22","2824","88","29712","5.97e-5","2.13e-2","2.63","2.89e-1","2.12e-2","1.86e-5"
"GOTERM_CC_DIRECT","synaptic membrane","0.68%","21","2823","82","29722","6.32e-5","1.62e-3","2.70","6.12e-2","1.49e-3","1.91e-5"
"GOTERM_MF_DIRECT","transcription coregulator activity","0.90%","28","2795","127","28924","6.89e-5","4.74e-3","2.28","1.16e-1","4.59e-3","2.57e-5"
"GOTERM_BP_DIRECT","protein phosphorylation","1.80%","56","2824","342","29712","7.72e-5","2.60e-2","1.72","3.57e-1","2.58e-2","4.09e-5"
"GOTERM_CC_DIRECT","RNA polymerase II transcription regulator complex","0.93%","29","2823","137","29722","7.86e-5","1.96e-3","2.23","7.56e-2","1.81e-3","3.02e-5"
"GOTERM_CC_DIRECT","synaptic vesicle membrane","1.03%","32","2823","160","29722","9.65e-5","2.35e-3","2.11","9.20e-2","2.17e-3","3.98e-5"
"GOTERM_CC_DIRECT","podosome","0.48%","15","2823","48","29722","1.01e-4","2.39e-3","3.29","9.57e-2","2.20e-3","2.33e-5"
"GOTERM_MF_DIRECT","PDZ domain binding","0.87%","27","2795","123","28924","1.03e-4","6.78e-3","2.27","1.68e-1","6.55e-3","3.85e-5"
"GOTERM_MF_DIRECT","microtubule binding","1.51%","47","2795","270","28924","1.06e-4","6.78e-3","1.80","1.73e-1","6.55e-3","5.28e-5"
"GOTERM_BP_DIRECT","receptor localization to synapse","0.23%","7","2824","10","29712","1.10e-4","3.39e-2","7.36","4.66e-1","3.36e-2","6.44e-6"
"GOTERM_MF_DIRECT","histone H3T6 kinase activity","1.45%","45","2795","255","28924","1.10e-4","6.78e-3","1.83","1.78e-1","6.55e-3","5.38e-5"
"GOTERM_BP_DIRECT","chromatin organization","1.51%","47","2824","275","29712","1.13e-4","3.39e-2","1.80","4.75e-1","3.36e-2","5.63e-5"
"GOTERM_BP_DIRECT","positive regulation of neuron projection development","1.13%","35","2824","185","29712","1.37e-4","3.92e-2","1.99","5.43e-1","3.89e-2","6.06e-5"
"GOTERM_MF_DIRECT","AMP-activated protein kinase activity","1.45%","45","2795","258","28924","1.44e-4","8.61e-3","1.80","2.28e-1","8.33e-3","7.17e-5"
"GOTERM_BP_DIRECT","phospholipid transport","0.45%","14","2824","44","29712","1.54e-4","3.97e-2","3.35","5.86e-1","3.94e-2","3.49e-5"
"GOTERM_BP_DIRECT","insulin receptor signaling pathway","0.87%","27","2824","128","29712","1.56e-4","3.97e-2","2.22","5.90e-1","3.94e-2","6.03e-5"
"GOTERM_BP_DIRECT","regulation of circadian rhythm","0.58%","18","2824","68","29712","1.60e-4","3.97e-2","2.79","5.99e-1","3.94e-2","4.62e-5"
"GOTERM_CC_DIRECT","postsynaptic density membrane","0.96%","30","2823","150","29722","1.66e-4","3.85e-3","2.11","1.53e-1","3.55e-3","6.83e-5"
"GOTERM_BP_DIRECT","protein stabilization","1.29%","40","2824","225","29712","1.69e-4","4.02e-2","1.87","6.21e-1","3.99e-2","8.07e-5"
"GOTERM_BP_DIRECT","small GTPase-mediated signal transduction","0.77%","24","2824","108","29712","1.76e-4","4.02e-2","2.34","6.34e-1","3.99e-2","6.36e-5"
"GOTERM_CC_DIRECT","cell leading edge","0.61%","19","2823","75","29722","1.80e-4","4.09e-3","2.67","1.65e-1","3.76e-3","5.51e-5"
"GOTERM_BP_DIRECT","negative regulation of smooth muscle cell migration","0.29%","9","2824","19","29712","1.90e-4","4.18e-2","4.98","6.63e-1","4.15e-2","2.38e-5"
"GOTERM_BP_DIRECT","chemical synaptic transmission","0.96%","30","2824","152","29712","2.13e-4","4.18e-2","2.08","7.03e-1","4.15e-2","8.91e-5"
"GOTERM_MF_DIRECT","RNA binding","3.57%","111","2795","816","28924","2.14e-4","1.23e-2","1.41","3.18e-1","1.19e-2","1.43e-4"
"GOTERM_BP_DIRECT","dendritic spine development","0.32%","10","2824","24","29712","2.16e-4","4.18e-2","4.38","7.10e-1","4.15e-2","3.32e-5"
"GOTERM_BP_DIRECT","JNK cascade","0.61%","19","2824","76","29712","2.17e-4","4.18e-2","2.63","7.10e-1","4.15e-2","6.76e-5"
"GOTERM_MF_DIRECT","zinc ion binding","6.59%","205","2795","1667","28924","2.19e-4","1.23e-2","1.27","3.25e-1","1.19e-2","1.61e-4"
"GOTERM_BP_DIRECT","protein polyubiquitination","0.93%","29","2824","145","29712","2.20e-4","4.18e-2","2.10","7.15e-1","4.15e-2","9.06e-5"
"GOTERM_BP_DIRECT","positive regulation of cell migration","1.45%","45","2824","268","29712","2.40e-4","4.42e-2","1.77","7.46e-1","4.39e-2","1.22e-4"
"GOTERM_MF_DIRECT","protein folding chaperone","0.51%","16","2795","57","28924","2.49e-4","1.28e-2","2.90","3.59e-1","1.23e-2","6.79e-5"
"GOTERM_CC_DIRECT","nuclear body","1.93%","60","2823","391","29722","2.52e-4","5.59e-3","1.62","2.22e-1","5.15e-3","1.43e-4"
"GOTERM_BP_DIRECT","synaptic vesicle endocytosis","0.48%","15","2824","52","29712","2.58e-4","4.62e-2","3.03","7.72e-1","4.58e-2","6.68e-5"
"GOTERM_MF_DIRECT","actin filament binding","1.29%","40","2795","226","28924","2.61e-4","1.28e-2","1.83","3.73e-1","1.23e-2","1.27e-4"
"GOTERM_BP_DIRECT","cytoskeleton organization","0.93%","29","2824","147","29712","2.78e-4","4.70e-2","2.08","7.96e-1","4.66e-2","1.17e-4"
"GOTERM_BP_DIRECT","stem cell proliferation","0.58%","18","2824","71","29712","2.79e-4","4.70e-2","2.67","7.98e-1","4.66e-2","8.55e-5"
"GOTERM_CC_DIRECT","microtubule","1.74%","54","2823","343","29722","2.81e-4","6.12e-3","1.66","2.45e-1","5.63e-3","1.55e-4"
"GOTERM_CC_DIRECT","cell projection","1.38%","43","2823","255","29722","3.01e-4","6.41e-3","1.78","2.60e-1","5.90e-3","1.53e-4"
"GOTERM_CC_DIRECT","axonal growth cone","0.45%","14","2823","47","29722","3.16e-4","6.59e-3","3.14","2.71e-1","6.07e-3","7.83e-5"
"GOTERM_BP_DIRECT","in utero embryonic development","1.80%","56","2824","361","29712","3.19e-4","5.22e-2","1.63","8.39e-1","5.18e-2","1.79e-4"
"GOTERM_MF_DIRECT","actin binding","1.83%","57","2795","364","28924","3.33e-4","1.28e-2","1.62","4.48e-1","1.23e-2","1.88e-4"
"GOTERM_BP_DIRECT","mRNA processing","1.38%","43","2824","257","29712","3.62e-4","5.74e-2","1.76","8.74e-1","5.70e-2","1.85e-4"
"GOTERM_MF_DIRECT","histone H3S57 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H2AXS139 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","Rho-dependent protein serine/threonine kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H2BS14 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H3T3 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H4S1 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H3S10 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","DNA-dependent protein kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","ribosomal protein S6 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H2AS121 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","3-phosphoinositide-dependent protein kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H3S28 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H2AT120 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H2AS1 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","histone H2BS36 kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_MF_DIRECT","eukaryotic translation initiation factor 2alpha kinase activity","1.38%","43","2795","253","28924","3.64e-4","1.28e-2","1.76","4.78e-1","1.23e-2","1.86e-4"
"GOTERM_BP_DIRECT","actin filament bundle assembly","0.42%","13","2824","42","29712","3.87e-4","5.98e-2","3.26","8.91e-1","5.93e-2","9.11e-5"
"GOTERM_CC_DIRECT","presynaptic membrane","1.16%","36","2823","203","29722","3.88e-4","7.64e-3","1.87","3.22e-1","7.03e-3","1.85e-4"
"GOTERM_CC_DIRECT","endoplasmic reticulum-Golgi intermediate compartment","0.68%","21","2823","93","29722","3.92e-4","7.64e-3","2.38","3.24e-1","7.03e-3","1.39e-4"
"GOTERM_CC_DIRECT","presynaptic active zone membrane","0.58%","18","2823","73","29722","3.94e-4","7.64e-3","2.60","3.26e-1","7.03e-3","1.25e-4"
"GOTERM_MF_DIRECT","histone H3T45 kinase activity","1.38%","43","2795","254","28924","3.96e-4","1.36e-2","1.75","5.07e-1","1.32e-2","2.03e-4"
"GOTERM_CC_DIRECT","neuromuscular junction","0.77%","24","2823","114","29722","3.99e-4","7.64e-3","2.22","3.29e-1","7.03e-3","1.54e-4"
"GOTERM_BP_DIRECT","peptidyl-threonine phosphorylation","0.45%","14","2824","48","29712","3.99e-4","6.00e-2","3.07","8.98e-1","5.96e-2","1.02e-4"
"GOTERM_CC_DIRECT","mitochondrial membrane","1.22%","38","2823","219","29722","4.05e-4","7.64e-3","1.83","3.33e-1","7.03e-3","1.98e-4"
"GOTERM_MF_DIRECT","calmodulin binding","1.19%","37","2795","208","28924","4.15e-4","1.40e-2","1.84","5.24e-1","1.35e-2","2.01e-4"
"GOTERM_MF_DIRECT","histone H3T11 kinase activity","1.38%","43","2795","255","28924","4.30e-4","1.43e-2","1.75","5.37e-1","1.38e-2","2.22e-4"
"GOTERM_BP_DIRECT","thymus development","0.51%","16","2824","61","29712","4.62e-4","6.77e-2","2.76","9.29e-1","6.71e-2","1.35e-4"
"GOTERM_MF_DIRECT","mitogen-activated protein kinase kinase binding","0.29%","9","2795","21","28924","4.82e-4","1.57e-2","4.44","5.77e-1","1.51e-2","7.23e-5"
"GOTERM_CC_DIRECT","Z disc","0.93%","29","2823","152","29722","4.85e-4","8.98e-3","2.01","3.84e-1","8.27e-3","2.11e-4"
"GOTERM_BP_DIRECT","cell motility","0.42%","13","2824","43","29712","4.91e-4","7.02e-2","3.18","9.40e-1","6.96e-2","1.19e-4"
"GOTERM_BP_DIRECT","cell-cell adhesion","1.13%","35","2824","199","29712","5.59e-4","7.54e-2","1.85","9.59e-1","7.48e-2","2.69e-4"
"GOTERM_BP_DIRECT","insulin-like growth factor receptor signaling pathway","0.61%","19","2824","82","29712","5.84e-4","7.54e-2","2.44","9.64e-1","7.48e-2","2.00e-4"
"GOTERM_BP_DIRECT","regulation of cell cycle","1.32%","41","2824","247","29712","5.92e-4","7.54e-2","1.75","9.66e-1","7.48e-2","3.05e-4"
"GOTERM_BP_DIRECT","lamellipodium assembly","0.39%","12","2824","38","29712","5.94e-4","7.54e-2","3.32","9.67e-1","7.48e-2","1.36e-4"
"GOTERM_BP_DIRECT","neuron projection morphogenesis","0.64%","20","2824","89","29712","6.01e-4","7.54e-2","2.36","9.68e-1","7.48e-2","2.14e-4"
"GOTERM_BP_DIRECT","positive regulation of stem cell proliferation","0.45%","14","2824","50","29712","6.13e-4","7.54e-2","2.95","9.70e-1","7.48e-2","1.65e-4"
"GOTERM_BP_DIRECT","protein localization to synapse","0.29%","9","2824","22","29712","6.20e-4","7.54e-2","4.30","9.71e-1","7.48e-2","9.84e-5"
"GOTERM_BP_DIRECT","learning","0.58%","18","2824","76","29712","6.53e-4","7.78e-2","2.49","9.76e-1","7.72e-2","2.18e-4"
"GOTERM_MF_DIRECT","syntaxin binding","0.51%","16","2795","62","28924","6.62e-4","2.11e-2","2.67","6.94e-1","2.04e-2","2.01e-4"
"GOTERM_CC_DIRECT","stress fiber","0.71%","22","2823","104","29722","6.90e-4","1.26e-2","2.23","4.99e-1","1.16e-2","2.65e-4"
"GOTERM_BP_DIRECT","mitotic G1 DNA damage checkpoint signaling","0.23%","7","2824","13","29712","6.96e-4","8.13e-2","5.67","9.81e-1","8.06e-2","7.12e-5"
"GOTERM_CC_DIRECT","postsynaptic membrane","1.45%","45","2823","282","29722","7.19e-4","1.28e-2","1.68","5.13e-1","1.18e-2","3.88e-4"
"GOTERM_BP_DIRECT","positive regulation of apoptotic process","1.90%","59","2824","399","29712","7.45e-4","8.51e-2","1.56","9.86e-1","8.45e-2","4.41e-4"
"GOTERM_MF_DIRECT","MAP kinase kinase activity","0.23%","7","2795","13","28924","7.61e-4","2.39e-2","5.57","7.44e-1","2.31e-2","7.92e-5"
"GOTERM_BP_DIRECT","positive regulation of protein phosphorylation","1.22%","38","2824","227","29712","8.22e-4","9.21e-2","1.76","9.91e-1","9.14e-2","4.19e-4"
"GOTERM_MF_DIRECT","protein tyrosine kinase activity","0.68%","21","2795","97","28924","8.61e-4","2.66e-2","2.24","7.86e-1","2.57e-2","3.27e-4"
"GOTERM_MF_DIRECT","identical protein binding","7.88%","245","2795","2094","28924","1.00e-3","3.04e-2","1.21","8.33e-1","2.94e-2","7.78e-4"
"GOTERM_CC_DIRECT","endosome","1.64%","51","2823","337","29722","1.04e-3","1.82e-2","1.59","6.46e-1","1.68e-2","5.96e-4"
"GOTERM_MF_DIRECT","cholesterol binding","0.45%","14","2795","52","28924","1.07e-3","3.19e-2","2.79","8.52e-1","3.08e-2","3.08e-4"
"GOTERM_BP_DIRECT","axonogenesis","0.77%","24","2824","122","29712","1.08e-3","1.19e-1","2.07","9.98e-1","1.18e-1","4.53e-4"
"GOTERM_BP_DIRECT","regulation of postsynapse organization","0.45%","14","2824","53","29712","1.11e-3","1.20e-1","2.78","9.98e-1","1.19e-1","3.22e-4"
