"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","RNA splicing","1.33%","39","1512","221","19478","2.74e-6","1.40e-3","2.27","1.26e-2","1.40e-3","1.06e-6"
"GOTERM_MF_DIRECT","ATPase activator activity","0.41%","12","1532","28","19253","4.68e-6","9.04e-4","5.39","7.20e-3","8.87e-4","5.63e-7"
"GOTERM_BP_DIRECT","negative regulation of DNA-templated transcription","2.59%","76","1512","573","19478","5.32e-6","2.45e-3","1.71","2.42e-2","2.43e-3","2.83e-6"
"GOTERM_MF_DIRECT","transcription coactivator activity","1.57%","46","1532","283","19253","5.97e-6","1.03e-3","2.04","9.18e-3","1.01e-3","2.61e-6"
"GOTERM_BP_DIRECT","protein polyubiquitination","0.99%","29","1512","148","19478","8.74e-6","3.66e-3","2.52","3.94e-2","3.64e-3","2.98e-6"
"GOTERM_CC_DIRECT","nuclear matrix","0.89%","26","1548","131","20795","1.10e-5","5.27e-4","2.67","9.96e-3","4.96e-4","3.53e-6"
"GOTERM_BP_DIRECT","protein transport","2.28%","67","1512","496","19478","1.13e-5","4.16e-3","1.74","5.09e-2","4.14e-3","5.87e-6"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase II","4.60%","135","1512","1205","19478","1.18e-5","4.16e-3","1.44","5.27e-2","4.14e-3","7.70e-6"
"GOTERM_CC_DIRECT","postsynaptic density","1.36%","40","1548","257","20795","1.63e-5","7.41e-4","2.09","1.47e-2","6.98e-4","7.00e-6"
"GOTERM_BP_DIRECT","regulation of RNA splicing","0.65%","19","1512","77","19478","1.85e-5","5.50e-3","3.18","8.15e-2","5.47e-3","4.72e-6"
"GOTERM_BP_DIRECT","regulation of translation","0.82%","24","1512","114","19478","1.85e-5","5.50e-3","2.71","8.15e-2","5.47e-3","5.77e-6"
"GOTERM_BP_DIRECT","protein glycosylation","0.85%","25","1512","122","19478","1.91e-5","5.50e-3","2.64","8.42e-2","5.47e-3","6.17e-6"
"GOTERM_CC_DIRECT","perinuclear region of cytoplasm","3.00%","88","1548","750","20795","2.27e-5","9.50e-4","1.58","2.04e-2","8.95e-4","1.34e-5"
"GOTERM_CC_DIRECT","adherens junction","1.09%","32","1548","188","20795","2.30e-5","9.50e-4","2.29","2.07e-2","8.95e-4","8.87e-6"
"GOTERM_BP_DIRECT","protein ubiquitination","2.04%","60","1512","439","19478","2.42e-5","6.55e-3","1.76","1.05e-1","6.51e-3","1.24e-5"
"GOTERM_BP_DIRECT","negative regulation of transcription by RNA polymerase II","3.75%","110","1512","958","19478","3.08e-5","7.87e-3","1.48","1.32e-1","7.83e-3","1.90e-5"
"GOTERM_CC_DIRECT","nuclear membrane","1.40%","41","1548","274","20795","3.18e-5","1.26e-3","2.01","2.86e-2","1.19e-3","1.43e-5"
"GOTERM_CC_DIRECT","catalytic step 2 spliceosome","0.68%","20","1548","92","20795","3.92e-5","1.47e-3","2.92","3.50e-2","1.38e-3","1.12e-5"
"GOTERM_CC_DIRECT","P-body","0.72%","21","1548","100","20795","4.03e-5","1.47e-3","2.82","3.60e-2","1.38e-3","1.21e-5"
"GOTERM_CC_DIRECT","ubiquitin ligase complex","0.75%","22","1548","109","20795","4.68e-5","1.64e-3","2.71","4.17e-2","1.54e-3","1.47e-5"
"GOTERM_BP_DIRECT","mRNA splicing, via spliceosome","1.12%","33","1512","197","19478","5.21e-5","1.26e-2","2.16","2.13e-1","1.26e-2","2.14e-5"
"GOTERM_CC_DIRECT","melanosome","0.72%","21","1548","102","20795","5.42e-5","1.76e-3","2.77","4.81e-2","1.66e-3","1.66e-5"
"GOTERM_CC_DIRECT","cytoplasmic stress granule","0.72%","21","1548","102","20795","5.42e-5","1.76e-3","2.77","4.81e-2","1.66e-3","1.66e-5"
"GOTERM_CC_DIRECT","actin cytoskeleton","1.43%","42","1548","291","20795","5.87e-5","1.84e-3","1.94","5.20e-2","1.74e-3","2.73e-5"
"GOTERM_MF_DIRECT","cytoskeletal protein binding","0.51%","15","1532","54","19253","5.96e-5","8.77e-3","3.49","8.80e-2","8.61e-3","1.34e-5"
"GOTERM_BP_DIRECT","regulation of cellular response to heat","0.27%","8","1512","15","19478","6.15e-5","1.42e-2","6.87","2.47e-1","1.41e-2","5.08e-6"
"GOTERM_CC_DIRECT","mitochondrion","5.82%","171","1548","1721","20795","6.38e-5","1.93e-3","1.33","5.64e-2","1.82e-3","4.48e-5"
"GOTERM_MF_DIRECT","DNA-binding transcription factor binding","1.02%","30","1532","169","19253","6.47e-5","8.77e-3","2.23","9.51e-2","8.61e-3","2.55e-5"
"GOTERM_BP_DIRECT","negative regulation of apoptotic process","2.25%","66","1512","515","19478","6.78e-5","1.49e-2","1.65","2.68e-1","1.48e-2","3.75e-5"
"GOTERM_MF_DIRECT","small GTPase binding","1.50%","44","1532","293","19253","6.81e-5","8.77e-3","1.89","9.99e-2","8.61e-3","3.25e-5"
"GOTERM_MF_DIRECT","SMAD binding","0.48%","14","1532","49","19253","8.40e-5","9.99e-3","3.59","1.22e-1","9.80e-3","1.82e-5"
"GOTERM_MF_DIRECT","transcription corepressor activity","1.16%","34","1532","207","19253","9.44e-5","1.04e-2","2.06","1.36e-1","1.02e-2","4.08e-5"
"GOTERM_BP_DIRECT","viral protein processing","0.37%","11","1512","32","19478","1.01e-4","2.12e-2","4.43","3.73e-1","2.11e-2","1.66e-5"
"GOTERM_MF_DIRECT","protein domain specific binding","1.19%","35","1532","217","19253","1.06e-4","1.09e-2","2.03","1.51e-1","1.07e-2","4.66e-5"
"GOTERM_MF_DIRECT","phosphoprotein phosphatase activity","0.51%","15","1532","57","19253","1.13e-4","1.09e-2","3.31","1.60e-1","1.07e-2","2.73e-5"
"GOTERM_MF_DIRECT","ATP binding","5.55%","163","1532","1546","19253","1.33e-4","1.21e-2","1.33","1.86e-1","1.19e-2","9.62e-5"
"GOTERM_MF_DIRECT","nuclear export signal receptor activity","0.24%","7","1532","12","19253","1.52e-4","1.31e-2","7.33","2.09e-1","1.28e-2","1.10e-5"
"GOTERM_MF_DIRECT","nucleic acid binding","1.46%","43","1532","295","19253","1.63e-4","1.33e-2","1.83","2.23e-1","1.30e-2","8.06e-5"
"GOTERM_MF_DIRECT","DNA binding","5.38%","158","1532","1500","19253","1.74e-4","1.35e-2","1.32","2.36e-1","1.32e-2","1.30e-4"
"GOTERM_BP_DIRECT","regulation of transcription by RNA polymerase II","5.89%","173","1512","1711","19478","1.92e-4","3.74e-2","1.30","5.87e-1","3.72e-2","1.39e-4"
"GOTERM_BP_DIRECT","mRNA processing","1.36%","40","1512","276","19478","1.95e-4","3.74e-2","1.87","5.92e-1","3.72e-2","9.47e-5"
"GOTERM_BP_DIRECT","nucleocytoplasmic transport","0.44%","13","1512","48","19478","2.29e-4","4.21e-2","3.49","6.51e-1","4.19e-2","5.19e-5"
"GOTERM_CC_DIRECT","endoplasmic reticulum","4.22%","124","1548","1213","20795","2.46e-4","7.21e-3","1.37","2.00e-1","6.79e-3","1.67e-4"
"GOTERM_BP_DIRECT","mRNA transport","0.65%","19","1512","93","19478","2.51e-4","4.44e-2","2.63","6.85e-1","4.41e-2","8.10e-5"
"GOTERM_BP_DIRECT","ribosomal small subunit biogenesis","0.58%","17","1512","78","19478","2.73e-4","4.61e-2","2.81","7.15e-1","4.59e-2","8.14e-5"
"GOTERM_BP_DIRECT","apoptotic process","2.62%","77","1512","656","19478","2.80e-4","4.61e-2","1.51","7.25e-1","4.59e-2","1.70e-4"
"GOTERM_CC_DIRECT","nuclear pore","0.65%","19","1548","98","20795","2.96e-4","8.42e-3","2.60","2.36e-1","7.93e-3","9.75e-5"
"GOTERM_BP_DIRECT","protein autoubiquitination","0.54%","16","1512","71","19478","2.99e-4","4.76e-2","2.90","7.48e-1","4.73e-2","8.57e-5"
"GOTERM_BP_DIRECT","DNA damage response","1.46%","43","1512","313","19478","3.55e-4","5.45e-2","1.77","8.05e-1","5.42e-2","1.80e-4"
"GOTERM_MF_DIRECT","ubiquitin conjugating enzyme activity","0.37%","11","1532","36","19253","3.66e-4","2.69e-2","3.84","4.32e-1","2.64e-2","7.27e-5"
"GOTERM_MF_DIRECT","ubiquitin protein ligase activity","1.63%","48","1532","355","19253","3.84e-4","2.70e-2","1.70","4.48e-1","2.65e-2","2.06e-4"
"GOTERM_CC_DIRECT","anchoring junction","0.54%","16","1548","76","20795","4.16e-4","1.15e-2","2.83","3.15e-1","1.08e-2","1.24e-4"
"GOTERM_CC_DIRECT","stress fiber","0.58%","17","1548","86","20795","5.43e-4","1.45e-2","2.66","3.90e-1","1.37e-2","1.74e-4"
"GOTERM_CC_DIRECT","small ribosomal subunit","0.31%","9","1548","27","20795","5.68e-4","1.46e-2","4.48","4.04e-1","1.38e-2","9.38e-5"
"GOTERM_CC_DIRECT","trans-Golgi network","0.95%","28","1548","185","20795","5.79e-4","1.46e-2","2.03","4.10e-1","1.38e-2","2.55e-4"
"GOTERM_MF_DIRECT","Hsp70 protein binding","0.44%","13","1532","52","19253","6.33e-4","4.15e-2","3.14","6.24e-1","4.07e-2","1.63e-4"
"GOTERM_MF_DIRECT","protein-folding chaperone binding","0.68%","20","1532","106","19253","6.44e-4","4.15e-2","2.37","6.30e-1","4.07e-2","2.35e-4"
"GOTERM_BP_DIRECT","chromatin organization","1.23%","36","1512","254","19478","6.45e-4","9.59e-2","1.83","9.49e-1","9.53e-2","3.21e-4"
"GOTERM_CC_DIRECT","nucleolus","4.73%","139","1548","1423","20795","7.00e-4","1.72e-2","1.31","4.71e-1","1.62e-2","5.08e-4"
"GOTERM_CC_DIRECT","centrosome","2.52%","74","1548","674","20795","7.83e-4","1.83e-2","1.47","5.10e-1","1.72e-2","4.86e-4"
"GOTERM_CC_DIRECT","telomerase holoenzyme complex","0.27%","8","1548","22","20795","7.84e-4","1.83e-2","4.88","5.10e-1","1.72e-2","1.15e-4"
"GOTERM_BP_DIRECT","intracellular protein transport","1.29%","38","1512","278","19478","8.89e-4","1.28e-1","1.76","9.83e-1","1.27e-1","4.61e-4"
"GOTERM_CC_DIRECT","nuclear envelope","1.02%","30","1548","212","20795","1.07e-3","2.43e-2","1.90","6.22e-1","2.29e-2","5.09e-4"
"GOTERM_MF_DIRECT","identical protein binding","6.03%","177","1532","1777","19253","1.08e-3","6.66e-2","1.25","8.11e-1","6.54e-2","8.44e-4"
"GOTERM_CC_DIRECT","growth cone","0.75%","22","1548","136","20795","1.09e-3","2.43e-2","2.17","6.31e-1","2.29e-2","4.45e-4"
"GOTERM_BP_DIRECT","proteasome-mediated ubiquitin-dependent protein catabolic process","1.40%","41","1512","311","19478","1.12e-3","1.52e-1","1.70","9.94e-1","1.51e-1","5.94e-4"
"GOTERM_BP_DIRECT","macroautophagy","0.51%","15","1512","72","19478","1.12e-3","1.52e-1","2.68","9.94e-1","1.51e-1","3.54e-4"
"GOTERM_BP_DIRECT","podocyte development","0.20%","6","1512","12","19478","1.39e-3","1.79e-1","6.44","9.98e-1","1.78e-1","1.33e-4"
"GOTERM_MF_DIRECT","transcription coregulator activity","0.75%","22","1532","130","19253","1.40e-3","8.24e-2","2.13","8.85e-1","8.09e-2","5.79e-4"
"GOTERM_BP_DIRECT","protein K63-linked ubiquitination","0.44%","13","1512","58","19478","1.42e-3","1.79e-1","2.89","9.99e-1","1.78e-1","4.09e-4"
"GOTERM_BP_DIRECT","protein stabilization","1.16%","34","1512","246","19478","1.43e-3","1.79e-1","1.78","9.99e-1","1.78e-1","7.33e-4"
"GOTERM_MF_DIRECT","I-SMAD binding","0.24%","7","1532","17","19253","1.44e-3","8.24e-2","5.17","8.92e-1","8.09e-2","1.90e-4"
"GOTERM_BP_DIRECT","negative regulation of translation","0.61%","18","1512","99","19478","1.51e-3","1.83e-1","2.34","9.99e-1","1.82e-1","5.60e-4"
"GOTERM_CC_DIRECT","mitochondrial membrane","0.95%","28","1548","197","20795","1.52e-3","3.21e-2","1.91","7.49e-1","3.03e-2","7.17e-4"
"GOTERM_CC_DIRECT","trans-Golgi network membrane","0.65%","19","1548","112","20795","1.52e-3","3.21e-2","2.28","7.49e-1","3.03e-2","5.84e-4"
"GOTERM_MF_DIRECT","transcription corepressor binding","0.41%","12","1532","50","19253","1.60e-3","8.84e-2","3.02","9.16e-1","8.68e-2","4.35e-4"
"GOTERM_BP_DIRECT","cellular response to interferon-beta","0.31%","9","1512","30","19478","1.61e-3","1.90e-1","3.86","9.99e-1","1.88e-1","3.20e-4"
"GOTERM_CC_DIRECT","cell junction","0.95%","28","1548","198","20795","1.63e-3","3.38e-2","1.90","7.74e-1","3.18e-2","7.77e-4"
"GOTERM_BP_DIRECT","negative regulation of fat cell differentiation","0.44%","13","1512","59","19478","1.66e-3","1.91e-1","2.84","1.00e+0","1.90e-1","4.88e-4"
"GOTERM_CC_DIRECT","centriolar satellite","0.78%","23","1548","150","20795","1.68e-3","3.39e-2","2.06","7.83e-1","3.19e-2","7.26e-4"
"GOTERM_BP_DIRECT","protein N-linked glycosylation via asparagine","0.27%","8","1512","24","19478","1.78e-3","2.00e-1","4.29","1.00e+0","1.99e-1","3.08e-4"
"GOTERM_CC_DIRECT","cytoskeleton","2.21%","65","1548","594","20795","1.79e-3","3.51e-2","1.47","8.05e-1","3.31e-2","1.12e-3"
"GOTERM_CC_DIRECT","smooth endoplasmic reticulum","0.27%","8","1548","25","20795","1.81e-3","3.51e-2","4.30","8.08e-1","3.31e-2","3.18e-4"
"GOTERM_BP_DIRECT","G2/M transition of mitotic cell cycle","0.41%","12","1512","52","19478","1.84e-3","2.02e-1","2.97","1.00e+0","2.00e-1","5.10e-4"
"GOTERM_BP_DIRECT","regulation of DNA-templated transcription","3.47%","102","1512","980","19478","1.95e-3","2.05e-1","1.34","1.00e+0","2.04e-1","1.35e-3"
"GOTERM_BP_DIRECT","intracellular mRNA localization","0.17%","5","1512","8","19478","1.96e-3","2.05e-1","8.05","1.00e+0","2.04e-1","1.28e-4"
"GOTERM_MF_DIRECT","enzyme binding","1.60%","47","1532","375","19253","2.18e-3","1.16e-1","1.58","9.66e-1","1.14e-1","1.27e-3"
"GOTERM_BP_DIRECT","protein phosphorylation","1.26%","37","1512","282","19478","2.19e-3","2.24e-1","1.69","1.00e+0","2.22e-1","1.17e-3"
"GOTERM_CC_DIRECT","early endosome","1.33%","39","1548","315","20795","2.21e-3","4.19e-2","1.66","8.66e-1","3.94e-2","1.21e-3"
"GOTERM_BP_DIRECT","positive regulation of ATP-dependent activity","0.27%","8","1512","25","19478","2.31e-3","2.27e-1","4.12","1.00e+0","2.26e-1","4.22e-4"
"GOTERM_CC_DIRECT","transcription regulator complex","1.02%","30","1548","223","20795","2.33e-3","4.34e-2","1.81","8.81e-1","4.08e-2","1.17e-3"
"GOTERM_BP_DIRECT","negative regulation of protein catabolic process","0.37%","11","1512","46","19478","2.36e-3","2.27e-1","3.08","1.00e+0","2.26e-1","6.27e-4"
"GOTERM_MF_DIRECT","ubiquitin-like protein transferase activity","0.31%","9","1532","31","19253","2.36e-3","1.22e-1","3.65","9.74e-1","1.19e-1","5.04e-4"
"GOTERM_BP_DIRECT","protein folding","0.89%","26","1512","176","19478","2.37e-3","2.27e-1","1.90","1.00e+0","2.26e-1","1.12e-3"
"GOTERM_CC_DIRECT","axon cytoplasm","0.44%","13","1548","64","20795","2.41e-3","4.39e-2","2.73","8.89e-1","4.14e-2","7.48e-4"
"GOTERM_CC_DIRECT","cytoplasmic ribonucleoprotein granule","0.54%","16","1548","90","20795","2.52e-3","4.50e-2","2.39","8.99e-1","4.24e-2","9.16e-4"
"GOTERM_BP_DIRECT","endocytosis","0.95%","28","1512","196","19478","2.54e-3","2.39e-1","1.84","1.00e+0","2.37e-1","1.25e-3"
"GOTERM_MF_DIRECT","histone acetyltransferase activity","0.27%","8","1532","25","19253","2.66e-3","1.33e-1","4.02","9.84e-1","1.30e-1","4.99e-4"
"GOTERM_CC_DIRECT","slit diaphragm","0.17%","5","1548","9","20795","2.84e-3","4.96e-2","7.46","9.25e-1","4.67e-2","2.22e-4"
"GOTERM_MF_DIRECT","protein kinase inhibitor activity","0.34%","10","1532","39","19253","2.96e-3","1.38e-1","3.22","9.90e-1","1.35e-1","7.39e-4"
"GOTERM_BP_DIRECT","protein N-linked glycosylation","0.44%","13","1512","63","19478","2.97e-3","2.71e-1","2.66","1.00e+0","2.70e-1","9.44e-4"
"GOTERM_BP_DIRECT","protein K11-linked ubiquitination","0.34%","10","1512","40","19478","3.01e-3","2.71e-1","3.22","1.00e+0","2.70e-1","7.55e-4"
"GOTERM_MF_DIRECT","protein kinase binding","1.97%","58","1532","495","19253","3.01e-3","1.38e-1","1.47","9.90e-1","1.35e-1","1.89e-3"
"GOTERM_MF_DIRECT","zinc ion binding","7.12%","209","1532","2187","19253","3.03e-3","1.38e-1","1.20","9.91e-1","1.35e-1","2.24e-3"
"GOTERM_BP_DIRECT","nuclear-transcribed mRNA poly(A) tail shortening","0.24%","7","1512","20","19478","3.24e-3","2.83e-1","4.51","1.00e+0","2.81e-1","5.26e-4"
"GOTERM_BP_DIRECT","substrate-dependent cell migration, cell extension","0.17%","5","1512","9","19478","3.31e-3","2.83e-1","7.16","1.00e+0","2.81e-1","2.71e-4"
"GOTERM_BP_DIRECT","intracellular iron ion homeostasis","0.48%","14","1512","72","19478","3.32e-3","2.83e-1","2.50","1.00e+0","2.81e-1","1.13e-3"
"GOTERM_CC_DIRECT","small-subunit processome","0.48%","14","1548","75","20795","3.35e-3","5.75e-2","2.51","9.53e-1","5.42e-2","1.15e-3"
"GOTERM_CC_DIRECT","glutamatergic synapse","2.15%","63","1548","588","20795","3.47e-3","5.84e-2","1.44","9.58e-1","5.50e-2","2.20e-3"
"GOTERM_MF_DIRECT","miRNA inhibitor activity via base-pairing","0.17%","5","1532","9","19253","3.62e-3","1.60e-1","6.98","9.96e-1","1.57e-1","3.04e-4"
"GOTERM_MF_DIRECT","protein serine kinase activity","1.53%","45","1532","365","19253","3.72e-3","1.60e-1","1.55","9.97e-1","1.57e-1","2.21e-3"
"GOTERM_MF_DIRECT","chromatin binding","1.94%","57","1532","491","19253","3.95e-3","1.65e-1","1.46","9.98e-1","1.62e-1","2.49e-3"
"GOTERM_BP_DIRECT","organelle localization by membrane tethering","0.14%","4","1512","5","19478","4.14e-3","3.46e-1","10.31","1.00e+0","3.44e-1","1.70e-4"
"GOTERM_BP_DIRECT","negative regulation of mRNA splicing, via spliceosome","0.24%","7","1512","21","19478","4.24e-3","3.49e-1","4.29","1.00e+0","3.47e-1","7.37e-4"
"GOTERM_CC_DIRECT","chromatin","3.71%","109","1548","1133","20795","4.47e-3","7.39e-2","1.29","9.83e-1","6.96e-2","3.28e-3"
"GOTERM_BP_DIRECT","actin cytoskeleton organization","1.02%","30","1512","224","19478","4.52e-3","3.61e-1","1.73","1.00e+0","3.59e-1","2.38e-3"
"GOTERM_BP_DIRECT","cytoskeleton organization","0.78%","23","1512","156","19478","4.56e-3","3.61e-1","1.90","1.00e+0","3.59e-1","2.15e-3"
"GOTERM_BP_DIRECT","positive regulation of G2/M transition of mitotic cell cycle","0.27%","8","1512","28","19478","4.63e-3","3.61e-1","3.68","1.00e+0","3.59e-1","9.84e-4"
"GOTERM_CC_DIRECT","spindle pole","0.72%","21","1548","144","20795","5.00e-3","8.13e-2","1.96","9.90e-1","7.66e-2","2.28e-3"
"GOTERM_BP_DIRECT","mitochondrion-endoplasmic reticulum membrane tethering","0.17%","5","1512","10","19478","5.18e-3","3.86e-1","6.44","1.00e+0","3.84e-1","5.07e-4"
"GOTERM_BP_DIRECT","deadenylation-dependent decapping of nuclear-transcribed mRNA","0.17%","5","1512","10","19478","5.18e-3","3.86e-1","6.44","1.00e+0","3.84e-1","5.07e-4"
"GOTERM_BP_DIRECT","transforming growth factor beta receptor signaling pathway","0.58%","17","1512","102","19478","5.19e-3","3.86e-1","2.15","1.00e+0","3.84e-1","2.12e-3"
"GOTERM_MF_DIRECT","chromatin extrusion motor activity","0.78%","23","1532","154","19253","5.22e-3","1.97e-1","1.88","1.00e+0","1.93e-1","2.49e-3"
"GOTERM_MF_DIRECT","ATP-dependent H2AZ histone chaperone activity","0.78%","23","1532","154","19253","5.22e-3","1.97e-1","1.88","1.00e+0","1.93e-1","2.49e-3"
"GOTERM_MF_DIRECT","ATP-dependent H3-H4 histone complex chaperone activity","0.78%","23","1532","154","19253","5.22e-3","1.97e-1","1.88","1.00e+0","1.93e-1","2.49e-3"
"GOTERM_MF_DIRECT","double-stranded RNA binding","0.48%","14","1532","74","19253","5.22e-3","1.97e-1","2.38","1.00e+0","1.93e-1","1.89e-3"
"GOTERM_BP_DIRECT","circadian regulation of gene expression","0.44%","13","1512","68","19478","5.67e-3","4.10e-1","2.46","1.00e+0","4.08e-1","1.97e-3"
"GOTERM_BP_DIRECT","focal adhesion assembly","0.27%","8","1512","29","19478","5.70e-3","4.10e-1","3.55","1.00e+0","4.08e-1","1.27e-3"
"GOTERM_CC_DIRECT","fibrillar center","0.78%","23","1548","166","20795","5.90e-3","9.42e-2","1.86","9.95e-1","8.87e-2","2.86e-3"
"GOTERM_BP_DIRECT","P-body assembly","0.20%","6","1512","16","19478","5.91e-3","4.18e-1","4.83","1.00e+0","4.16e-1","8.79e-4"
"GOTERM_BP_DIRECT","vesicle-mediated transport","1.12%","33","1512","259","19478","6.01e-3","4.20e-1","1.64","1.00e+0","4.17e-1","3.35e-3"
"GOTERM_MF_DIRECT","cohesin loader activity","0.78%","23","1532","156","19253","6.08e-3","2.24e-1","1.85","1.00e+0","2.19e-1","2.94e-3"
"GOTERM_BP_DIRECT","protein modification process","0.61%","18","1512","113","19478","6.22e-3","4.27e-1","2.05","1.00e+0","4.25e-1","2.67e-3"
"GOTERM_MF_DIRECT","translation initiation factor activity","0.41%","12","1532","59","19253","6.22e-3","2.24e-1","2.56","1.00e+0","2.19e-1","2.06e-3"
"GOTERM_MF_DIRECT","unfolded protein binding","0.68%","20","1532","129","19253","6.51e-3","2.29e-1","1.95","1.00e+0","2.25e-1","2.97e-3"
"GOTERM_CC_DIRECT","paraspeckles","0.17%","5","1548","11","20795","6.58e-3","1.03e-1","6.11","9.98e-1","9.73e-2","7.17e-4"
