lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONHSAG000355,chr1,11060205,11066270,+,NONHSAG000355,NONHSAG000355
lNONHSAG000357,chr1,11068470,11073098,+,NONHSAG000357,RP4-635E18.7
lNONHSAG000360,chr1,11099429,11102101,+,NONHSAG000360,RP4-635E18.6
lNONHSAG000367,chr1,11372704,11378687,+,NONHSAG000367,NONHSAG000367
lNONHSAG000374,chr1,11609530,11613356,+,NONHSAG000374,RP1-69M21.2
lNONHSAG000383,chr1,11803028,11805936,-,NONHSAG000383,NONHSAG000383
lNONHSAG000386,chr1,11840318,11848079,+,NONHSAG000386,NPPA-AS1
lNONHSAG000387,chr1,11980213,11989213,+,NONHSAG000387,MFN2
lNONHSAG000399,chr1,12580624,12617343,-,NONHSAG000399,DHRS3
lNONHSAG000409,chr1,13513219,13516271,+,NONHSAG000409,RP4-597A16.2
lNONHSAG000413,chr1,13671452,13674908,+,NONHSAG000413,NONHSAG000413
lNONHSAG000415,chr1,13778264,13779130,-,NONHSAG000415,NONHSAG000415
lNONHSAG000426,chr1,14692128,14692613,-,NONHSAG000426,TBCAP2
lNONHSAG000427,chr1,15111814,15153612,-,NONHSAG000427,TMEM51-AS1
lNONHSAG000430,chr1,15326679,15343877,-,NONHSAG000430,RP3-467K16.2
lNONHSAG000438,chr1,15586135,15603626,-,NONHSAG000438,DNAJC16;RP4-680D5.2
lNONHSAG000439,chr1,15603739,15605536,+,NONHSAG000439,CHCHD2P6
lNONHSAG000442,chr1,15666270,15669040,+,NONHSAG000442,NONHSAG000442
lNONHSAG000443,chr1,15720311,15736896,-,NONHSAG000443,RP11-288I21.1
lNONHSAG000444,chr1,15740050,15749897,-,NONHSAG000444,RP11-169K16.4
lNONHSAG000446,chr1,15789414,15800287,-,NONHSAG000446,NONHSAG000446
lNONHSAG000447,chr1,15807183,15848713,-,NONHSAG000447,RP11-169K16.7
lNONHSAG000465,chr1,16197853,16198357,+,NONHSAG000465,ARHGEF19-AS1
lNONHSAG000466,chr1,16216468,16228027,-,NONHSAG000466,ANO7P1
lNONHSAG000467,chr1,16241160,16243225,-,NONHSAG000467,NONHSAG000467
lNONHSAG000468,chr1,16393280,16394395,+,NONHSAG000468,SZRD1
lNONHSAG000469,chr1,16367029,16398148,+,NONHSAG000469,NONHSAG000469
lNONHSAG000472,chr1,16449178,16460075,+,NONHSAG000472,NECAP2
lNONHSAG000474,chr1,16460931,16499257,-,NONHSAG000474,NONHSAG000474
lNONHSAG000479,chr1,16532539,16536988,-,NONHSAG000479,U1
lNONHSAG000483,chr1,16607309,16626815,+,NONHSAG000483,NONHSAG000483
lNONHSAG000484,chr1,16618257,16645479,-,NONHSAG000484,CROCCP2
lNONHSAG000485,chr1,16644752,16650419,+,NONHSAG000485,MST1P2
lNONHSAG000487,chr1,16681049,16692309,-,NONHSAG000487,EIF1AXP1
lNONHSAG000496,chr1,16760439,16770237,-,NONHSAG000496,MST1L
lNONHSAG000498,chr1,16870944,16874092,+,NONHSAG000498,U1
lNONHSAG000499,chr1,16888537,16894292,-,NONHSAG000499,RP11-108M9.4
lNONHSAG000505,chr1,16974512,16978542,+,NONHSAG000505,NONHSAG000505
lNONHSAG000506,chr1,16978925,17005092,+,NONHSAG000506,RP1-37C10.3
lNONHSAG000512,chr1,17406759,17407382,+,NONHSAG000512,RP1-20B21.4;LCPAT1
lNONHSAG000514,chr1,17439848,17450705,+,NONHSAG000514,NONHSAG000514
lNONHSAG000525,chr1,18374569,18375680,+,NONHSAG000525,NONHSAG000525
lNONHSAG000531,chr1,18746481,18748865,+,NONHSAG000531,NONHSAG000531
lNONHSAG000536,chr1,19210327,19241106,+,NONHSAG000536,RP1-43E13.2
lNONHSAG000539,chr1,19254790,19263003,-,NONHSAG000539,NONHSAG000539
lNONHSAG000546,chr1,19346840,19348933,-,NONHSAG000546,NONHSAG000546
lNONHSAG000549,chr1,19484512,19531973,+,NONHSAG000549,NONHSAG000549
lNONHSAG000550,chr1,19591801,19597661,-,NONHSAG000550,RP5-1056L3.1
lNONHSAG000554,chr1,19814366,19819502,+,NONHSAG000554,RP11-91K11.2
lNONHSAG000559,chr1,20028369,20062322,+,NONHSAG000559,PLA2G5
lNONHSAG000566,chr1,20173345,20186658,-,NONHSAG000566,RP3-340N1.5
lNONHSAG000572,chr1,20359800,20431234,-,NONHSAG000572,RP4-749H3.1;LINC01141
lNONHSAG000577,chr1,20483011,20485260,-,NONHSAG000577,CAMK2N1
lNONHSAG000579,chr1,20642656,20652193,-,NONHSAG000579,PINK1-AS
lNONHSAG000582,chr1,20671668,20685276,-,NONHSAG000582,KIF17
lNONHSAG000586,chr1,20775655,20786640,-,NONHSAG000586,NONHSAG000586
lNONHSAG000591,chr1,21184716,21190354,-,NONHSAG000591,NONHSAG000591
lNONHSAG000593,chr1,21262891,21267252,+,NONHSAG000593,RP3-329E20.2
lNONHSAG000594,chr1,21272797,21290213,-,NONHSAG000594,NONHSAG000594
lNONHSAG000602,chr1,21434317,21437558,+,NONHSAG000602,CROCCP5
lNONHSAG000605,chr1,21459755,21460082,-,NONHSAG000605,PFN1P10
lNONHSAG000621,chr1,21983600,22012540,+,NONHSAG000621,CELA3B
lNONHSAG000625,chr1,22023989,22031214,-,NONHSAG000625,RP1-224A6.3
lNONHSAG000638,chr1,22835712,22836849,-,NONHSAG000638,RP11-69E9.1
lNONHSAG000640,chr1,22916681,22921500,+,NONHSAG000640,NONHSAG000640
lNONHSAG000642,chr1,23020146,23088434,-,NONHSAG000642,RP1-184J9.2
lNONHSAG000643,chr1,23078341,23080039,-,NONHSAG000643,NONHSAG000643
lNONHSAG000647,chr1,23277710,23296475,+,NONHSAG000647,NONHSAG000647
lNONHSAG000649,chr1,23368970,23371839,+,NONHSAG000649,C1orf213;ZNF436-AS1
lNONHSAG000655,chr1,23474601,23476642,-,NONHSAG000655,NONHSAG000655
lNONHSAG000658,chr1,23549138,23550916,-,NONHSAG000658,RP1-150O5.3
lNONHSAG000662,chr1,23627400,23640551,+,NONHSAG000662,MDS2
lNONHSAG000681,chr1,23977387,23978699,-,NONHSAG000681,SRSF10
lNONHSAG000682,chr1,24021719,24086799,+,NONHSAG000682,RP11-293P20.2
lNONHSAG000684,chr1,24066773,24084280,+,NONHSAG000684,RP11-293P20.4
lNONHSAG000685,chr1,24119770,24143123,-,NONHSAG000685,NONHSAG000685
lNONHSAG000687,chr1,24200239,24211694,+,NONHSAG000687,RP11-10N16.2
lNONHSAG000689,chr1,24293986,24321931,-,NONHSAG000689,RP11-10N16.3
lNONHSAG000693,chr1,24391272,24413710,-,NONHSAG000693,STPG1
lNONHSAG000695,chr1,24415749,24472983,+,NONHSAG000695,NIPAL3
lNONHSAG000698,chr1,24495929,24503119,-,NONHSAG000698,NONHSAG000698;RCAN3AS
lNONHSAG000712,chr1,24919312,24927613,-,NONHSAG000712,RPI002_000213
lNONHSAG000715,chr1,24930456,24966179,+,NONHSAG000715,RP11-84D1.1
lNONHSAG000722,chr1,25232523,25233867,+,NONHSAG000722,NONHSAG000722
lNONHSAG000724,chr1,25253647,25267883,-,NONHSAG000724,C1orf63
lNONHSAG000729,chr1,25338323,25362359,+,NONHSAG000729,TMEM50A
lNONHSAG000731,chr1,25402594,25420786,-,NONHSAG000731,NONHSAG000731
lNONHSAG000732,chr1,25430922,25462943,+,NONHSAG000732,NONHSAG000732
lNONHSAG000736,chr1,25581232,25591217,+,NONHSAG000736,RP11-70P17.1
lNONHSAG000738,chr1,25644543,25659111,-,NONHSAG000738,RP1-187B23.1
lNONHSAG000739,chr1,25766751,25771121,+,NONHSAG000739,NONHSAG000739
lNONHSAG000742,chr1,25816586,25823606,-,NONHSAG000742,RP1-317E23.3
lNONHSAG000745,chr1,25859555,25863421,+,NONHSAG000745,RP1-125I3.2
lNONHSAG000747,chr1,25901019,25903827,-,NONHSAG000747,STMN1
lNONHSAG000762,chr1,26263040,26263398,-,NONHSAG000762,RP11-231P20.5
lNONHSAG000767,chr1,26410777,26429727,+,NONHSAG000767,NONHSAG000767
lNONHSAG000768,chr1,26432337,26438726,+,NONHSAG000768,DHDDS
lNONHSAG000770,chr1,26471305,26472410,-,NONHSAG000770,NONHSAG000770
lNONHSAG000771,chr1,26472523,26475964,+,NONHSAG000771,HMGN2
lNONHSAG000778,chr1,26691858,26695935,-,NONHSAG000778,RP5-968P14.2
lNONHSAG000785,chr1,26867251,26868239,+,NONHSAG000785,NONHSAG000785
lNONHSAG000786,chr1,26876132,26878245,+,NONHSAG000786,RP1-50O24.6
lNONHSAG000791,chr1,27038013,27064469,+,NONHSAG000791,NONHSAG000791
lNONHSAG000800,chr1,27306765,27307787,-,NONHSAG000800,NONHSAG000800
lNONHSAG000809,chr1,27525804,27534405,+,NONHSAG000809,RP1-159A19.4
lNONHSAG000813,chr1,27669467,27703063,+,NONHSAG000813,RP11-288L9.4
lNONHSAG000827,chr1,28120448,28121321,-,NONHSAG000827,RP5-1053E7.3
lNONHSAG000828,chr1,28200574,28201483,+,NONHSAG000828,NONHSAG000828
lNONHSAG000840,chr1,28573544,28582983,-,NONHSAG000840,SNHG12
lNONHSAG000841,chr1,28581093,28581887,+,NONHSAG000841,NONHSAG000841
lNONHSAG000843,chr1,28643164,28651098,+,NONHSAG000843,RP11-442N24__B.1
lNONHSAG000847,chr1,28867574,28871712,+,NONHSAG000847,RP1-212P9.2
lNONHSAG000848,chr1,28870482,28887428,-,NONHSAG000848,RP1-212P9.3
lNONHSAG000849,chr1,28914578,29120446,+,NONHSAG000849,NONHSAG000849
lNONHSAG000851,chr1,29133349,29136099,+,NONHSAG000851,NONHSAG000851
lNONHSAG000855,chr1,29147857,29168639,-,NONHSAG000855,SRSF4
lNONHSAG000856,chr1,29193821,29196372,-,NONHSAG000856,MECR
lNONHSAG000863,chr1,29708850,29709548,-,NONHSAG000863,RP4-656G21.1
lNONHSAG000875,chr1,30415824,30421108,+,NONHSAG000875,RP4-591L5.2
lNONHSAG000878,chr1,30695664,30708389,-,NONHSAG000878,NONHSAG000878
lNONHSAG000879,chr1,30718092,30726828,+,NONHSAG000879,MATN1-AS1
lNONHSAG000880,chr1,30723334,30725064,+,NONHSAG000880,NONHSAG000880
lNONHSAG000886,chr1,30869575,30871019,+,NONHSAG000886,NONHSAG000886
lNONHSAG000895,chr1,31259690,31271431,-,NONHSAG000895,SNRNP40
lNONHSAG000899,chr1,31297046,31338961,+,NONHSAG000899,ZCCHC17
lNONHSAG000900,chr1,31333066,31346800,-,NONHSAG000900,RP11-266K22.2
lNONHSAG000910,chr1,31642594,31660162,+,NONHSAG000910,RP11-73M7.9
lNONHSAG000912,chr1,31652500,31665198,-,NONHSAG000912,COL16A1
lNONHSAG000918,chr1,31789129,31791323,+,NONHSAG000918,RP11-84A19.3
lNONHSAG000919,chr1,31842018,31855569,-,NONHSAG000919,RP11-84A19.2
lNONHSAG000920,chr1,31851912,31921841,-,NONHSAG000920,RP11-84A19.4
lNONHSAG000921,chr1,31906420,31908111,-,NONHSAG000921,NONHSAG000921
lNONHSAG000922,chr1,31908247,31938338,-,NONHSAG000922,PTP4A2
lNONHSAG000924,chr1,31933019,31933975,+,NONHSAG000924,RP4-534N18.2
lNONHSAG000926,chr1,32052290,32075795,-,NONHSAG000926,RP11-277A4.4
lNONHSAG000931,chr1,32180316,32195805,+,NONHSAG000931,NONHSAG000931
lNONHSAG000932,chr1,32193200,32200357,-,NONHSAG000932,NONHSAG000932
lNONHSAG000934,chr1,32203323,32209847,-,NONHSAG000934,RP4-622L5.7
lNONHSAG000936,chr1,32214555,32215825,-,NONHSAG000936,TMEM234
lNONHSAG000938,chr1,32231659,32241710,-,NONHSAG000938,MTMR9LP
lNONHSAG000939,chr1,32240015,32245169,+,NONHSAG000939,NONHSAG000939
lNONHSAG000941,chr1,32321197,32322561,-,NONHSAG000941,NONHSAG000941
lNONHSAG000946,chr1,32351254,32361269,+,NONHSAG000946,TSSK3
lNONHSAG000953,chr1,32634044,32650584,-,NONHSAG000953,ZBTB8OS
lNONHSAG000956,chr1,32705601,32725257,-,NONHSAG000956,RP11-114B7.6
lNONHSAG000964,chr1,32895667,32901233,-,NONHSAG000964,TMEM54
lNONHSAG000965,chr1,32925592,32951456,+,NONHSAG000965,NONHSAG000965
lNONHSAG000967,chr1,32986951,33032469,+,NONHSAG000967,RP4-803A2.2
lNONHSAG000968,chr1,33009923,33013225,-,NONHSAG000968,AK2
lNONHSAG000973,chr1,33127352,33127982,+,NONHSAG000973,NONHSAG000973
lNONHSAG000974,chr1,33128091,33237869,+,NONHSAG000974,NONHSAG000974
lNONHSAG000980,chr1,33295225,33300719,+,NONHSAG000980,AL513327.1
lNONHSAG000981,chr1,33307347,33349245,+,NONHSAG000981,RP11-415J8.3
lNONHSAG000982,chr1,33323626,33324020,-,NONHSAG000982,NONHSAG000982
lNONHSAG000984,chr1,33350072,33378604,+,NONHSAG000984,RP11-415J8.5
lNONHSAG000986,chr1,33367292,33431014,-,NONHSAG000986,PHC2
lNONHSAG001000,chr1,34850693,34851555,+,NONHSAG001000,RP5-997D16.2
lNONHSAG001005,chr1,35010552,35015117,-,NONHSAG001005,ZMYM6
lNONHSAG001012,chr1,35176379,35182138,-,NONHSAG001012,SFPQ
lNONHSAG001017,chr1,35358821,35366078,-,NONHSAG001017,ZMYM4-AS1
lNONHSAG001018,chr1,35368076,35369411,-,NONHSAG001018,NONHSAG001018
lNONHSAG001024,chr1,35509741,35511438,+,NONHSAG001024,RP4-728D4.3
lNONHSAG001026,chr1,35569670,35599653,-,NONHSAG001026,RP4-728D4.2
lNONHSAG001027,chr1,35592375,35593655,+,NONHSAG001027,NONHSAG001027
lNONHSAG001028,chr1,35661790,35665196,-,NONHSAG001028,NONHSAG001028
lNONHSAG001033,chr1,35739388,35743576,+,NONHSAG001033,RP11-435D7.3
lNONHSAG001035,chr1,35853830,35857675,+,NONHSAG001035,AGO4
lNONHSAG001039,chr1,35992108,36013630,-,NONHSAG001039,RP4-665N4.8
lNONHSAG001040,chr1,36039859,36056328,+,NONHSAG001040,AGO3
lNONHSAG001041,chr1,36064177,36072501,+,NONHSAG001041,NONHSAG001041
lNONHSAG001044,chr1,36171262,36180801,+,NONHSAG001044,MAP7D1
lNONHSAG001048,chr1,36323733,36329221,+,NONHSAG001048,SH3D21
lNONHSAG001059,chr1,36769854,36775769,+,NONHSAG001059,RP4-614N24.1
lNONHSAG001076,chr1,37799501,37801065,-,NONHSAG001076,RP11-109P14.9
lNONHSAG001077,chr1,37807807,37809454,+,NONHSAG001077,C1orf122
lNONHSAG001079,chr1,37809576,37813320,-,NONHSAG001079,NONHSAG001079
lNONHSAG001080,chr1,37814034,37815568,+,NONHSAG001080,NONHSAG001080
lNONHSAG001081,chr1,37859763,37861580,+,NONHSAG001081,RP11-109P14.10
lNONHSAG001091,chr1,38054362,38214768,-,NONHSAG001091,RP11-214L19.1;LINC01343
lNONHSAG001093,chr1,38121200,38210352,+,NONHSAG001093,NONHSAG001093
lNONHSAG001097,chr1,38300107,38558133,-,NONHSAG001097,NONHSAG001097
lNONHSAG001104,chr1,38862489,38881626,-,NONHSAG001104,MYCBP
lNONHSAG001106,chr1,39026333,39034614,+,NONHSAG001106,NONHSAG001106
lNONHSAG001112,chr1,39249837,39257650,-,NONHSAG001112,RP11-420K8.1
lNONHSAG001118,chr1,39521644,39559727,-,NONHSAG001118,RP11-69E11.4
lNONHSAG001119,chr1,39541719,39548940,+,NONHSAG001119,NONHSAG001119
lNONHSAG001121,chr1,39565069,39573203,+,NONHSAG001121,RP11-69E11.8
lNONHSAG001133,chr1,39824118,39838012,+,NONHSAG001133,NONHSAG001133
lNONHSAG001135,chr1,39841030,39883511,-,NONHSAG001135,NONHSAG001135
lNONHSAG001140,chr1,39968643,39969955,+,NONHSAG001140,MFSD2A
lNONHSAG001150,chr1,40312227,40313160,-,NONHSAG001150,COL9A2
lNONHSAG001153,chr1,40434272,40435240,+,NONHSAG001153,NONHSAG001153
lNONHSAG001159,chr1,40478124,40508682,-,NONHSAG001159,RP11-656D10.3
lNONHSAG001161,chr1,40514460,40515058,-,NONHSAG001161,RP11-656D10.5
lNONHSAG001162,chr1,40484921,40517620,-,NONHSAG001162,RP11-656D10.6
lNONHSAG001167,chr1,40668981,40692261,-,NONHSAG001167,LOC100130557;RP4-739H11.3;NFYC-AS1
lNONHSAG001168,chr1,40691675,40738918,+,NONHSAG001168,NONHSAG001168
lNONHSAG001174,chr1,40884110,40917809,+,NONHSAG001174,NONHSAG001174
lNONHSAG001178,chr1,40980016,40981189,+,NONHSAG001178,CTPS1
lNONHSAG001180,chr1,41014589,41059477,+,NONHSAG001180,NONHSAG001180;SLFNL1-AS1
lNONHSAG001190,chr1,41375003,41375669,-,NONHSAG001190,RP11-399E6.4
lNONHSAG001191,chr1,41433199,41465386,+,NONHSAG001191,NONHSAG001191
lNONHSAG001192,chr1,41479454,41484085,-,NONHSAG001192,EDN2
lNONHSAG001193,chr1,41506591,41508379,-,NONHSAG001193,NONHSAG001193
lNONHSAG001194,chr1,41513561,41524864,-,NONHSAG001194,NONHSAG001194
lNONHSAG001204,chr1,42335385,42338376,-,NONHSAG001204,RP11-223A3.1
lNONHSAG001211,chr1,42678685,42681658,+,NONHSAG001211,RP5-994D16.3
lNONHSAG001213,chr1,42756214,42757210,+,NONHSAG001213,NONHSAG001213
lNONHSAG001216,chr1,42785049,42789981,-,NONHSAG001217;NONHSAG001216,NONHSAG001216
lNONHSAG001219,chr1,42831023,42846422,-,NONHSAG001219,RP11-342M1.4
lNONHSAG001226,chr1,43180300,43270937,-,NONHSAG001226,EBNA1BP2
lNONHSAG001236,chr1,43447775,43448645,-,NONHSAG001236,SZT2-AS1
lNONHSAG001238,chr1,43453883,43457111,+,NONHSAG001238,HYI-AS1
lNONHSAG001242,chr1,43666832,43708139,-,NONHSAG001242,KDM4A-AS1
lNONHSAG001252,chr1,43972433,43974814,-,NONHSAG001252,NONHSAG001252
lNONHSAG001260,chr1,44087957,44088477,-,NONHSAG001260,RP5-1198O20.5
lNONHSAG001278,chr1,44759036,44775846,-,NONHSAG001278,RP11-269F19.2
lNONHSAG001290,chr1,45206731,45218044,+,NONHSAG001290,NONHSAG001290
lNONHSAG001291,chr1,45296693,45305618,-,NONHSAG001291,NONHSAG001291
lNONHSAG001297,chr1,45494475,45497388,-,NONHSAG001297,CCDC163P
lNONHSAG001301,chr1,45574396,45584711,-,NONHSAG001301,NONHSAG001301
lNONHSAG001306,chr1,45640151,45651826,-,NONHSAG001306,RP11-767N6.2
lNONHSAG001307,chr1,45654595,45661005,-,NONHSAG001307,GPBP1L1
lNONHSAG001310,chr1,45688202,45694435,+,NONHSAG001310,TMEM69
lNONHSAG001311,chr1,45694683,45699395,-,NONHSAG001311,RP11-767N6.7
lNONHSAG001317,chr1,46028886,46032755,-,NONHSAG001317,NONHSAG001317
lNONHSAG001339,chr1,46406341,46413844,+,NONHSAG001339,RP11-348A7.1
lNONHSAG001340,chr1,46432128,46445321,+,NONHSAG001340,RP5-1109J22.1
lNONHSAG001342,chr1,46448835,46482476,+,NONHSAG001342,LINC00505
lNONHSAG001344,chr1,46538695,46570255,+,NONHSAG001344,MKNK1-AS1
lNONHSAG001349,chr1,46658157,46665367,-,NONHSAG001349,ATPAF1
lNONHSAG001351,chr1,46674035,46707177,+,NONHSAG001351,EFCAB14-AS1
lNONHSAG001360,chr1,47096652,47180373,-,NONHSAG001360,CYP4A22-AS1
lNONHSAG001365,chr1,47178547,47180373,+,NONHSAG001365,LINC00853
lNONHSAG001368,chr1,47224072,47232220,-,NONHSAG001368,TAL1
lNONHSAG001369,chr1,47225796,47230751,+,NONHSAG001369,RP1-18D14.7
lNONHSAG001380,chr1,47506233,47508208,-,NONHSAG001380,NONHSAG001380
lNONHSAG001388,chr1,47760576,47766072,+,NONHSAG001388,NONHSAG001388
lNONHSAG001391,chr1,47818065,47820238,+,NONHSAG001391,RP11-330M19.1
lNONHSAG001401,chr1,48096091,48161871,-,NONHSAG001401,SKINTL
lNONHSAG001404,chr1,48227887,48229561,-,NONHSAG001404,NONHSAG001404
lNONHSAG001413,chr1,48687124,48694059,+,NONHSAG001413,NONHSAG001413
lNONHSAG001415,chr1,48910200,48936655,+,NONHSAG001415,NONHSAG001415
lNONHSAG001417,chr1,49257410,49269294,+,NONHSAG001417,RP11-141A19.2
lNONHSAG001428,chr1,50266235,50321161,-,NONHSAG001428,NONHSAG001428
lNONHSAG001434,chr1,50438249,50471151,+,NONHSAG001434,RP5-850O15.3
lNONHSAG001438,chr1,50977560,51014391,+,NONHSAG001438,NONHSAG001438
