lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONHSAG000383,chr1,11803028,11805936,-,NONHSAG000383,NONHSAG000383
lNONHSAG000386,chr1,11840318,11848079,+,NONHSAG000386,NPPA-AS1
lNONHSAG000387,chr1,11980213,11989213,+,NONHSAG000387,MFN2
lNONHSAG000392,chr1,12173961,12180279,+,NONHSAG000392,NONHSAG000392
lNONHSAG000399,chr1,12580624,12617343,-,NONHSAG000399,DHRS3
lNONHSAG000413,chr1,13671452,13674908,+,NONHSAG000413,NONHSAG000413
lNONHSAG000417,chr1,14195192,14198320,+,NONHSAG000417,NONHSAG000417
lNONHSAG000420,chr1,14282652,14304442,-,NONHSAG000420,NONHSAG000420
lNONHSAG000421,chr1,14329067,14339459,+,NONHSAG000421,NONHSAG000421
lNONHSAG000424,chr1,14348764,14419962,-,NONHSAG000424,NONHSAG000424;RP4-704D23.1
lNONHSAG000425,chr1,14596400,14598597,-,NONHSAG000425,NONHSAG000425
lNONHSAG000427,chr1,15111814,15153612,-,NONHSAG000427,TMEM51-AS1
lNONHSAG000430,chr1,15326679,15343877,-,NONHSAG000430,RP3-467K16.2
lNONHSAG000431,chr1,15334165,15335465,-,NONHSAG000431,RP3-467K16.7
lNONHSAG000438,chr1,15586135,15603626,-,NONHSAG000438,DNAJC16;RP4-680D5.2
lNONHSAG000439,chr1,15603739,15605536,+,NONHSAG000439,CHCHD2P6
lNONHSAG000443,chr1,15720311,15736896,-,NONHSAG000443,RP11-288I21.1
lNONHSAG000444,chr1,15740050,15749897,-,NONHSAG000444,RP11-169K16.4
lNONHSAG000446,chr1,15789414,15800287,-,NONHSAG000446,NONHSAG000446
lNONHSAG000447,chr1,15807183,15848713,-,NONHSAG000447,RP11-169K16.7
lNONHSAG000458,chr1,16016946,16021832,+,NONHSAG000458,CLCNKA
lNONHSAG000464,chr1,16155211,16188290,+,NONHSAG000464,RP11-276H7.3
lNONHSAG000465,chr1,16197853,16198357,+,NONHSAG000465,ARHGEF19-AS1
lNONHSAG000466,chr1,16216468,16228027,-,NONHSAG000466,ANO7P1
lNONHSAG000467,chr1,16241160,16243225,-,NONHSAG000467,NONHSAG000467
lNONHSAG000468,chr1,16393280,16394395,+,NONHSAG000468,SZRD1
lNONHSAG000469,chr1,16367029,16398148,+,NONHSAG000469,NONHSAG000469
lNONHSAG000472,chr1,16449178,16460075,+,NONHSAG000472,NECAP2
lNONHSAG000473,chr1,16460947,16468481,+,NONHSAG000473,RP4-798A10.2
lNONHSAG000474,chr1,16460931,16499257,-,NONHSAG000474,NONHSAG000474
lNONHSAG000478,chr1,16520693,16521809,+,NONHSAG000478,RP4-798A10.4
lNONHSAG000479,chr1,16532539,16536988,-,NONHSAG000479,U1
lNONHSAG000482,chr1,16591862,16613539,-,NONHSAG000482,NBPF1
lNONHSAG000483,chr1,16607309,16626815,+,NONHSAG000483,NONHSAG000483
lNONHSAG000484,chr1,16618257,16645479,-,NONHSAG000484,CROCCP2
lNONHSAG000485,chr1,16644752,16650419,+,NONHSAG000485,MST1P2
lNONHSAG000486,chr1,16647398,16649402,-,NONHSAG000486,NONHSAG000486
lNONHSAG000487,chr1,16681049,16692309,-,NONHSAG000487,EIF1AXP1
lNONHSAG000496,chr1,16760439,16770237,-,NONHSAG000496,MST1L
lNONHSAG000497,chr1,16851202,16853129,-,NONHSAG000497,RP11-108M9.1
lNONHSAG000498,chr1,16870944,16874092,+,NONHSAG000498,U1
lNONHSAG000499,chr1,16888537,16894292,-,NONHSAG000499,RP11-108M9.4
lNONHSAG000505,chr1,16974512,16978542,+,NONHSAG000505,NONHSAG000505
lNONHSAG000506,chr1,16978925,17005092,+,NONHSAG000506,RP1-37C10.3
lNONHSAG000512,chr1,17406759,17407382,+,NONHSAG000512,RP1-20B21.4;LCPAT1
lNONHSAG000514,chr1,17439848,17450705,+,NONHSAG000514,NONHSAG000514
lNONHSAG000519,chr1,17717685,17749979,+,NONHSAG000519,RP11-473A10.2
lNONHSAG000522,chr1,18065656,18074412,+,NONHSAG000522,RP11-174G17.2;LINC01654
lNONHSAG000523,chr1,18160105,18179347,-,NONHSAG000523,RP11-174G17
lNONHSAG000525,chr1,18374569,18375680,+,NONHSAG000525,NONHSAG000525
lNONHSAG000528,chr1,18483817,18485984,+,NONHSAG000528,NONHSAG000528
lNONHSAG000531,chr1,18746481,18748865,+,NONHSAG000531,NONHSAG000531
lNONHSAG000532,chr1,19072109,19075511,-,NONHSAG000532,NONHSAG000532
lNONHSAG000536,chr1,19210327,19241106,+,NONHSAG000536,RP1-43E13.2
lNONHSAG000539,chr1,19254790,19263003,-,NONHSAG000539,NONHSAG000539
lNONHSAG000543,chr1,19297079,19297903,+,NONHSAG000543,RP4-657E11.10
lNONHSAG000545,chr1,19331595,19334437,+,NONHSAG000545,NONHSAG000545
lNONHSAG000549,chr1,19484512,19531973,+,NONHSAG000549,NONHSAG000549
lNONHSAG000550,chr1,19591801,19597661,-,NONHSAG000550,RP5-1056L3.1
lNONHSAG000559,chr1,20028369,20062322,+,NONHSAG000559,PLA2G5
lNONHSAG000560,chr1,20088591,20091607,-,NONHSAG000560,NONHSAG000560
lNONHSAG000564,chr1,20154337,20160568,+,NONHSAG000564,RP3-340N1.2
lNONHSAG000566,chr1,20173345,20186658,-,NONHSAG000566,RP3-340N1.5
lNONHSAG000567,chr1,20198990,20202801,+,NONHSAG000567,NONHSAG000567
lNONHSAG000571,chr1,20294210,20323187,-,NONHSAG000571,RP4-745E8.2
lNONHSAG000573,chr1,20375656,20382280,+,NONHSAG000573,NONHSAG000573
lNONHSAG000577,chr1,20483011,20485260,-,NONHSAG000577,CAMK2N1
lNONHSAG000579,chr1,20642656,20652193,-,NONHSAG000579,PINK1-AS
lNONHSAG000582,chr1,20671668,20685276,-,NONHSAG000582,KIF17
lNONHSAG000585,chr1,20742986,20743962,+,NONHSAG000585,RP5-930J4.4
lNONHSAG000586,chr1,20775655,20786640,-,NONHSAG000586,NONHSAG000586
lNONHSAG000591,chr1,21184716,21190354,-,NONHSAG000591,NONHSAG000591
lNONHSAG000593,chr1,21262891,21267252,+,NONHSAG000593,RP3-329E20.2
lNONHSAG000594,chr1,21272797,21290213,-,NONHSAG000594,NONHSAG000594
lNONHSAG000595,chr1,21276049,21278375,-,NONHSAG000595,NONHSAG000595
lNONHSAG000603,chr1,21440049,21455432,+,NONHSAG000603,NBPF3
lNONHSAG000605,chr1,21459755,21460082,-,NONHSAG000605,PFN1P10
lNONHSAG000625,chr1,22023989,22031214,-,NONHSAG000625,RP1-224A6.3
lNONHSAG000626,chr1,22024530,22032311,+,NONHSAG000626,LINC00339
lNONHSAG000628,chr1,22059196,22064199,+,NONHSAG000628,CDC42-IT1
lNONHSAG000636,chr1,22517473,22519708,+,NONHSAG000636,ZBTB40-IT1
lNONHSAG000638,chr1,22835712,22836849,-,NONHSAG000638,RP11-69E9.1
lNONHSAG000640,chr1,22916681,22921500,+,NONHSAG000640,NONHSAG000640
lNONHSAG000642,chr1,23020146,23088434,-,NONHSAG000642,RP1-184J9.2
lNONHSAG000643,chr1,23078341,23080039,-,NONHSAG000643,NONHSAG000643
lNONHSAG000647,chr1,23277710,23296475,+,NONHSAG000647,NONHSAG000647
lNONHSAG000648,chr1,23279808,23309635,-,NONHSAG000648,RP5-1057J7.6;LINC01355
lNONHSAG000649,chr1,23368970,23371839,+,NONHSAG000649,C1orf213;ZNF436-AS1
lNONHSAG000652,chr1,23410831,23412146,+,NONHSAG000652,RP4-654C18.1
lNONHSAG000655,chr1,23474601,23476642,-,NONHSAG000655,NONHSAG000655
lNONHSAG000658,chr1,23549138,23550916,-,NONHSAG000658,RP1-150O5.3
lNONHSAG000662,chr1,23627400,23640551,+,NONHSAG000662,MDS2
lNONHSAG000663,chr1,23613792,23619468,-,NONHSAG000663,NONHSAG000663
lNONHSAG000667,chr1,23723402,23724984,+,NONHSAG000667,NONHSAG000667
lNONHSAG000668,chr1,23736609,23736890,-,NONHSAG000668,RN7SL532P
lNONHSAG000670,chr1,23758388,23778385,-,NONHSAG000670,RP5-886K2.3;ELOA-AS1
lNONHSAG000671,chr1,23765780,23766589,+,NONHSAG000671,NONHSAG000671
lNONHSAG000677,chr1,23907110,23907885,-,NONHSAG000677,RP11-4M23.3
lNONHSAG000681,chr1,23977387,23978699,-,NONHSAG000681,SRSF10
lNONHSAG000682,chr1,24021719,24086799,+,NONHSAG000682,RP11-293P20.2
lNONHSAG000684,chr1,24066773,24084280,+,NONHSAG000684,RP11-293P20.4
lNONHSAG000685,chr1,24119770,24143123,-,NONHSAG000685,NONHSAG000685
lNONHSAG000687,chr1,24200239,24211694,+,NONHSAG000687,RP11-10N16.2
lNONHSAG000689,chr1,24293986,24321931,-,NONHSAG000689,RP11-10N16.3
lNONHSAG000693,chr1,24391272,24413710,-,NONHSAG000693,STPG1
lNONHSAG000695,chr1,24415749,24472983,+,NONHSAG000695,NIPAL3
lNONHSAG000696,chr1,24476255,24476737,+,NONHSAG000696,NONHSAG000696
lNONHSAG000700,chr1,24536647,24555832,-,NONHSAG000700,RP4-594I10.3
lNONHSAG000712,chr1,24919312,24927613,-,NONHSAG000712,RPI002_000213
lNONHSAG000715,chr1,24930456,24966179,+,NONHSAG000715,RP11-84D1.1
lNONHSAG000716,chr1,24968057,24970867,-,NONHSAG000716,RP11-84D1.2
lNONHSAG000720,chr1,25208138,25209437,+,NONHSAG000720,RP4-706G24.1
lNONHSAG000722,chr1,25232523,25233867,+,NONHSAG000722,NONHSAG000722
lNONHSAG000723,chr1,25242248,25245208,-,NONHSAG000723,C1orf63
lNONHSAG000724,chr1,25253647,25267883,-,NONHSAG000724,C1orf63
lNONHSAG000725,chr1,25272548,25328921,+,NONHSAG000725,NONHSAG000725
lNONHSAG000727,chr1,25293366,25338254,-,NONHSAG000727,C1orf63
lNONHSAG000729,chr1,25338323,25362359,+,NONHSAG000729,TMEM50A
lNONHSAG000731,chr1,25402594,25420786,-,NONHSAG000731,NONHSAG000731
lNONHSAG000732,chr1,25430922,25462943,+,NONHSAG000732,NONHSAG000732
lNONHSAG000736,chr1,25581232,25591217,+,NONHSAG000736,RP11-70P17.1
lNONHSAG000738,chr1,25644543,25659111,-,NONHSAG000738,RP1-187B23.1
lNONHSAG000739,chr1,25766751,25771121,+,NONHSAG000739,NONHSAG000739
lNONHSAG000742,chr1,25816586,25823606,-,NONHSAG000742,RP1-317E23.3
lNONHSAG000745,chr1,25859555,25863421,+,NONHSAG000745,RP1-125I3.2
lNONHSAG000747,chr1,25901019,25903827,-,NONHSAG000747,STMN1
lNONHSAG000749,chr1,25999383,26004549,-,NONHSAG000749,NONHSAG000749
lNONHSAG000751,chr1,26046664,26049099,+,NONHSAG000751,NONHSAG000751
lNONHSAG000756,chr1,26181586,26183347,+,NONHSAG000756,CNKSR1
lNONHSAG000760,chr1,26248900,26254365,+,NONHSAG000760,NONHSAG000760
lNONHSAG000767,chr1,26410777,26429727,+,NONHSAG000767,NONHSAG000767
lNONHSAG000768,chr1,26432337,26438726,+,NONHSAG000768,DHDDS
lNONHSAG000769,chr1,26462755,26467537,-,NONHSAG000769,RP3-476K8.3
lNONHSAG000770,chr1,26471305,26472410,-,NONHSAG000770,NONHSAG000770
lNONHSAG000771,chr1,26472523,26475964,+,NONHSAG000771,HMGN2
lNONHSAG000778,chr1,26691858,26695935,-,NONHSAG000778,RP5-968P14.2
lNONHSAG000785,chr1,26867251,26868239,+,NONHSAG000785,NONHSAG000785
lNONHSAG000786,chr1,26876132,26878245,+,NONHSAG000786,RP1-50O24.6
lNONHSAG000791,chr1,27038013,27064469,+,NONHSAG000791,NONHSAG000791
lNONHSAG000800,chr1,27306765,27307787,-,NONHSAG000800,NONHSAG000800
lNONHSAG000807,chr1,27457197,27459582,+,NONHSAG000807,RP4-752I6.1
lNONHSAG000809,chr1,27525804,27534405,+,NONHSAG000809,RP1-159A19.4
lNONHSAG000813,chr1,27669467,27703063,+,NONHSAG000813,RP11-288L9.4
lNONHSAG000816,chr1,27819982,27820341,+,NONHSAG000816,STX12;RP3-426I6.6
lNONHSAG000821,chr1,27990157,27990524,-,NONHSAG000821,RP11-460I13.6
lNONHSAG000822,chr1,28029713,28030913,-,NONHSAG000822,NONHSAG000822
lNONHSAG000823,chr1,28031885,28032180,-,NONHSAG000823,RN7SL559P
lNONHSAG000828,chr1,28200574,28201483,+,NONHSAG000828,NONHSAG000828
lNONHSAG000831,chr1,28236352,28247214,-,NONHSAG000831,RP5-1092A3.4
lNONHSAG000832,chr1,28247143,28247568,+,NONHSAG000832,RP5-1092A3.5
lNONHSAG000835,chr1,28505942,28510892,+,NONHSAG000835,SNHG3
lNONHSAG000836,chr1,28508279,28508780,+,NONHSAG000836,SNORA73B
lNONHSAG000837,chr1,28509001,28510597,-,NONHSAG000837,NONHSAG000837
lNONHSAG000838,chr1,28544196,28546542,+,NONHSAG000838,NONHSAG000838
lNONHSAG000840,chr1,28573544,28582983,-,NONHSAG000840,SNHG12
lNONHSAG000843,chr1,28643164,28651098,+,NONHSAG000843,RP11-442N24__B.1
lNONHSAG000847,chr1,28867574,28871712,+,NONHSAG000847,RP1-212P9.2
lNONHSAG000849,chr1,28914578,29120446,+,NONHSAG000849,NONHSAG000849
lNONHSAG000852,chr1,29144493,29146995,-,NONHSAG000852,RP11-242O24.3
lNONHSAG000855,chr1,29147857,29168639,-,NONHSAG000855,SRSF4
lNONHSAG000856,chr1,29193821,29196372,-,NONHSAG000856,MECR
lNONHSAG000858,chr1,29223932,29224817,+,NONHSAG000858,RP11-467D18.2
lNONHSAG000863,chr1,29708850,29709548,-,NONHSAG000863,RP4-656G21.1
lNONHSAG000869,chr1,30013951,30039240,-,NONHSAG000869,RP11-111I12.1;LINC01648
lNONHSAG000875,chr1,30415824,30421108,+,NONHSAG000875,RP4-591L5.2
lNONHSAG000878,chr1,30695664,30708389,-,NONHSAG000878,NONHSAG000878
lNONHSAG000879,chr1,30718092,30726828,+,NONHSAG000879,MATN1-AS1
lNONHSAG000880,chr1,30723334,30725064,+,NONHSAG000880,NONHSAG000880
lNONHSAG000882,chr1,30824227,30834431,+,NONHSAG000882,RP1-65J11.1
lNONHSAG000886,chr1,30869575,30871019,+,NONHSAG000886,NONHSAG000886
lNONHSAG000889,chr1,30988064,30988633,+,NONHSAG000889,NONHSAG000889
lNONHSAG000892,chr1,31094986,31095558,-,NONHSAG000892,SEPW1P
lNONHSAG000895,chr1,31259690,31271431,-,NONHSAG000895,SNRNP40
lNONHSAG000899,chr1,31297046,31338961,+,NONHSAG000899,ZCCHC17
lNONHSAG000900,chr1,31333066,31346800,-,NONHSAG000900,RP11-266K22.2
lNONHSAG000910,chr1,31642594,31660162,+,NONHSAG000910,RP11-73M7.9
lNONHSAG000912,chr1,31652500,31665198,-,NONHSAG000912,COL16A1
lNONHSAG000914,chr1,31686239,31686477,-,NONHSAG000914,COL16A1
lNONHSAG000918,chr1,31789129,31791323,+,NONHSAG000918,RP11-84A19.3
lNONHSAG000919,chr1,31842018,31855569,-,NONHSAG000919,RP11-84A19.2
lNONHSAG000920,chr1,31851912,31921841,-,NONHSAG000920,RP11-84A19.4
lNONHSAG000921,chr1,31906420,31908111,-,NONHSAG000921,NONHSAG000921
lNONHSAG000922,chr1,31908247,31938338,-,NONHSAG000922,PTP4A2
lNONHSAG000924,chr1,31933019,31933975,+,NONHSAG000924,RP4-534N18.2
lNONHSAG000925,chr1,32044329,32060852,+,NONHSAG000925,NONHSAG000925
lNONHSAG000926,chr1,32052290,32075795,-,NONHSAG000926,RP11-277A4.4
lNONHSAG000930,chr1,32170732,32176568,+,NONHSAG000930,RP4-622L5.2
lNONHSAG000931,chr1,32180316,32195805,+,NONHSAG000931,NONHSAG000931
lNONHSAG000932,chr1,32193200,32200357,-,NONHSAG000932,NONHSAG000932
lNONHSAG000934,chr1,32203323,32209847,-,NONHSAG000934,RP4-622L5.7
lNONHSAG000936,chr1,32214555,32215825,-,NONHSAG000936,TMEM234
lNONHSAG000938,chr1,32231659,32241710,-,NONHSAG000938,MTMR9LP
lNONHSAG000939,chr1,32240015,32245169,+,NONHSAG000939,NONHSAG000939
lNONHSAG000941,chr1,32321197,32322561,-,NONHSAG000941,NONHSAG000941
lNONHSAG000945,chr1,32349193,32350664,-,NONHSAG000945,RP4-811H24.9
lNONHSAG000946,chr1,32351254,32361269,+,NONHSAG000946,TSSK3
lNONHSAG000948,chr1,32373142,32374702,-,NONHSAG000948,BSDC1
lNONHSAG000950,chr1,32423213,32426789,-,NONHSAG000950,LRRC37A12P
lNONHSAG000953,chr1,32634044,32650584,-,NONHSAG000953,ZBTB8OS
lNONHSAG000956,chr1,32705601,32725257,-,NONHSAG000956,RP11-114B7.6
lNONHSAG000964,chr1,32895667,32901233,-,NONHSAG000964,TMEM54
