lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONHSAG000076,chr1,1173055,1179555,-,NONHSAG000076,TTLL10-AS1
lNONHSAG000079,chr1,1211350,1212087,-,NONHSAG000079,TNFRSF4
lNONHSAG000081,chr1,1242445,1244276,-,NONHSAG000081,FAM132A
lNONHSAG000082,chr1,1249776,1251455,-,NONHSAG000082,RP5-902P8.12
lNONHSAG000084,chr1,1274958,1280420,+,NONHSAG000084,RP5-902P8.10
lNONHSAG000091,chr1,1317580,1318689,-,NONHSAG000091,RP5-890O3.9
lNONHSAG000092,chr1,1352691,1358547,-,NONHSAG000092,NONHSAG000092
lNONHSAG000096,chr1,1374706,1375172,-,NONHSAG000096,AURKAIP1
lNONHSAG000098,chr1,1382131,1382888,-,NONHSAG000098,NONHSAG000098
lNONHSAG000099,chr1,1382228,1382786,+,NONHSAG000099,NONHSAG000099
lNONHSAG000100,chr1,1386503,1390255,-,NONHSAG000100,CCNL2
lNONHSAG000101,chr1,1399521,1402046,+,NONHSAG000101,LOC148413
lNONHSAG000102,chr1,1401909,1407167,-,NONHSAG000102,MRPL20
lNONHSAG000103,chr1,1405460,1405752,-,NONHSAG000103,RN7SL657P
lNONHSAG000104,chr1,1407314,1410854,+,NONHSAG000104,NONHSAG000104
lNONHSAG000108,chr1,1420165,1426978,+,NONHSAG000108,RP4-758J18.7
lNONHSAG000109,chr1,1423312,1427799,-,NONHSAG000109,NONHSAG000109
lNONHSAG000110,chr1,1428121,1430255,+,NONHSAG000110,NONHSAG000110
lNONHSAG000111,chr1,1428121,1434574,-,NONHSAG000111,RP4-758J18.10;LINC01770
lNONHSAG000113,chr1,1562345,1564524,-,NONHSAG000113,AL645728.2
lNONHSAG000117,chr1,1611896,1616171,-,NONHSAG000117,NONHSAG000117
lNONHSAG000118,chr1,1615539,1617308,+,NONHSAG000118,MIB2
lNONHSAG000121,chr1,1671989,1674397,+,NONHSAG000121,SLC35E2B;RP11-345P4.7
lNONHSAG000124,chr1,1724511,1737251,+,NONHSAG000124,RP1-283E3.4
lNONHSAG000125,chr1,1727385,1731226,-,NONHSAG000125,NONHSAG000125
lNONHSAG000130,chr1,1891189,1897138,+,NONHSAG000130,RP1-140A9.1
lNONHSAG000136,chr1,2049072,2050169,-,NONHSAG000136,RP11-547D24.3
lNONHSAG000139,chr1,2181793,2184389,-,NONHSAG000139,RP11-181G12.2
lNONHSAG000140,chr1,2189549,2194775,-,NONHSAG000140,C1orf86
lNONHSAG000142,chr1,2209247,2210223,-,NONHSAG000142,NONHSAG000142
lNONHSAG000143,chr1,2212522,2220738,+,NONHSAG000143,RP11-181G12.4
lNONHSAG000149,chr1,2350413,2352820,-,NONHSAG000149,RP4-740C4.6
lNONHSAG000150,chr1,2385371,2388483,+,NONHSAG000150,AL513477.1
lNONHSAG000153,chr1,2400902,2403749,+,NONHSAG000153,RER1
lNONHSAG000154,chr1,2408634,2410873,-,NONHSAG000154,PEX10
lNONHSAG000156,chr1,2414849,2430651,+,NONHSAG000156,NONHSAG000156
lNONHSAG000157,chr1,2446840,2454457,-,NONHSAG000157,NONHSAG000157
lNONHSAG000158,chr1,2492299,2493258,-,NONHSAG000158,RP3-395M20.2
lNONHSAG000159,chr1,2493436,2494479,-,NONHSAG000159,RP3-395M20.3
lNONHSAG000163,chr1,2549919,2557032,-,NONHSAG000163,RP3-395M20.8;TNFRSF14-AS1
lNONHSAG000166,chr1,2566409,2584534,+,NONHSAG000166,RP3-395M20.7
lNONHSAG000173,chr1,2632567,2636894,+,NONHSAG000173,RP13-436F16.1
lNONHSAG000175,chr1,2777192,2778821,+,NONHSAG000175,NONHSAG000175
lNONHSAG000181,chr1,3055438,3070489,-,NONHSAG000181,LINC00982
lNONHSAG000183,chr1,3210770,3213793,-,NONHSAG000183,NONHSAG000183
lNONHSAG000187,chr1,3432646,3434220,-,NONHSAG000187,NONHSAG000187
lNONHSAG000188,chr1,3479845,3481111,+,NONHSAG000188,ARHGEF16
lNONHSAG000190,chr1,3622038,3624779,-,NONHSAG000190,RP11-46F15.2
lNONHSAG000192,chr1,3658937,3668773,-,NONHSAG000192,RP5-1092A11.5
lNONHSAG000194,chr1,3712199,3714299,-,NONHSAG000194,RP5-1092A11.2
lNONHSAG000195,chr1,3734285,3747375,-,NONHSAG000195,TP73-AS1
lNONHSAG000196,chr1,3782814,3783109,+,NONHSAG000196,RN7SL574P
lNONHSAG000199,chr1,3890263,3920041,+,NONHSAG000199,RP13-15E13.1;LINC01134;linc01134
lNONHSAG000201,chr1,3940564,3955263,+,NONHSAG000201,RP13-614K11.1;LINC01346
lNONHSAG000202,chr1,3944546,3948981,-,NONHSAG000202,RP13-614K11.2
lNONHSAG000203,chr1,3976128,4009691,+,NONHSAG000203,NONHSAG000203
lNONHSAG000205,chr1,4175527,4175899,-,NONHSAG000205,RP11-374C13.1
lNONHSAG000210,chr1,4551734,4552145,-,NONHSAG000210,RP1-37J18.1
lNONHSAG000211,chr1,4551734,4552145,+,NONHSAG000211,NONHSAG000211
lNONHSAG000215,chr1,4787497,4792536,+,NONHSAG000215,NONHSAG000215
lNONHSAG000217,chr1,4997996,5020838,+,NONHSAG000217,NONHSAG000217
lNONHSAG000219,chr1,5086458,5090899,-,NONHSAG000219,RP11-542C10.1
lNONHSAG000221,chr1,5490541,5491585,+,NONHSAG000221,NONHSAG000221
lNONHSAG000224,chr1,5561708,5668296,-,NONHSAG000224,RP11-154H17.1
lNONHSAG000225,chr1,5847899,5850469,+,NONHSAG000225,NONHSAG000225
lNONHSAG000228,chr1,6181206,6181991,+,NONHSAG000228,NONHSAG000228
lNONHSAG000230,chr1,6200492,6209560,-,NONHSAG000230,NONHSAG000230
lNONHSAG000231,chr1,6204839,6206286,-,NONHSAG000231,RP1-120G22.11
lNONHSAG000233,chr1,6216567,6222941,+,NONHSAG000233,RNF207
lNONHSAG000235,chr1,6236185,6241657,+,NONHSAG000235,LINC00337
lNONHSAG000236,chr1,6251339,6254026,-,NONHSAG000236,NONHSAG000236
lNONHSAG000238,chr1,6395216,6401385,-,NONHSAG000238,NONHSAG000238
lNONHSAG000241,chr1,6443033,6447006,-,NONHSAG000241,RP1-202O8.2
lNONHSAG000246,chr1,6547904,6548619,+,NONHSAG000246,RP11-58A11.2
lNONHSAG000253,chr1,6724635,6730013,+,NONHSAG000253,RP11-242F24.1
lNONHSAG000254,chr1,6782262,6784843,+,NONHSAG000254,NONHSAG000254
lNONHSAG000255,chr1,6781088,6784982,-,NONHSAG000255,RP11-312B8.1
lNONHSAG000256,chr1,6785512,6872010,+,NONHSAG000256,CAMTA1
lNONHSAG000257,chr1,6834332,6834618,-,NONHSAG000257,RP11-312B8.2
lNONHSAG000258,chr1,7008375,7014280,-,NONHSAG000258,RP11-334N17.1
lNONHSAG000259,chr1,7092726,7094456,+,NONHSAG000259,NONHSAG000259
lNONHSAG000260,chr1,7103307,7104316,+,NONHSAG000260,NONHSAG000260
lNONHSAG000261,chr1,7368941,7370270,+,NONHSAG000261,CAMTA1-IT1
lNONHSAG000262,chr1,7382486,7389935,-,NONHSAG000262,RP3-453P22.2
lNONHSAG000264,chr1,7489114,7490006,-,NONHSAG000264,NONHSAG000264
lNONHSAG000265,chr1,7498750,7500565,-,NONHSAG000265,NONHSAG000265
lNONHSAG000266,chr1,7618044,7620971,-,NONHSAG000266,NONHSAG000266
lNONHSAG000270,chr1,7685382,7704895,-,NONHSAG000270,RP11-338N10.2
lNONHSAG000271,chr1,7776382,7776775,+,NONHSAG000271,RP3-467L1.6
lNONHSAG000272,chr1,7771334,7781431,+,NONHSAG000272,VAMP3
lNONHSAG000273,chr1,7784332,7785906,+,NONHSAG000273,PER3
lNONHSAG000275,chr1,7800860,7827342,-,NONHSAG000275,RP3-467L1.4
lNONHSAG000279,chr1,8002728,8007469,-,NONHSAG000279,NONHSAG000279
lNONHSAG000284,chr1,8189823,8192770,+,NONHSAG000284,RP11-431K24.2
lNONHSAG000286,chr1,8218189,8220529,-,NONHSAG000286,RP11-431K24.4
lNONHSAG000287,chr1,8267403,8271703,+,NONHSAG000287,NONHSAG000287
lNONHSAG000292,chr1,8423457,8435016,+,NONHSAG000292,RP5-1115A15.1
lNONHSAG000294,chr1,8512652,8513021,+,NONHSAG000294,RP5-1115A15.2
lNONHSAG000296,chr1,8656081,8817643,-,NONHSAG000296,NONHSAG000296
lNONHSAG000297,chr1,8798474,8799506,+,NONHSAG000297,RP4-633I8.3
lNONHSAG000301,chr1,8875787,8878007,-,NONHSAG000301,ENO1-IT1
lNONHSAG000302,chr1,8878834,8885966,+,NONHSAG000302,ENO1-AS1
lNONHSAG000303,chr1,8893408,8894151,+,NONHSAG000303,HMGN2P17
lNONHSAG000306,chr1,9041841,9057545,-,NONHSAG000306,NONHSAG000306
lNONHSAG000307,chr1,9085012,9088453,-,NONHSAG000307,NONHSAG000307
lNONHSAG000310,chr1,9148396,9202619,-,NONHSAG000310,RP3-510D11.1
lNONHSAG000311,chr1,9181549,9198866,+,NONHSAG000311,RP3-510D11.2
lNONHSAG000312,chr1,9197142,9198906,-,NONHSAG000312,NONHSAG000312
lNONHSAG000315,chr1,9414562,9439115,-,NONHSAG000315,NONHSAG000315
lNONHSAG000320,chr1,9616714,9622313,+,NONHSAG000320,NONHSAG000320
lNONHSAG000321,chr1,9660827,9662626,-,NONHSAG000321,RP11-558F24.2
lNONHSAG000322,chr1,9672401,9689418,-,NONHSAG000322,RP11-558F24.4;PIK3CD-AS2
lNONHSAG000324,chr1,9734072,9736018,-,NONHSAG000324,NONHSAG000324
lNONHSAG000326,chr1,9780821,9781240,+,NONHSAG000326,RP11-558F24.6
lNONHSAG000327,chr1,9848282,9850802,+,NONHSAG000327,RP11-84A14.5
lNONHSAG000328,chr1,9901459,9902116,+,NONHSAG000328,NONHSAG000328
lNONHSAG000329,chr1,9926392,9927409,-,NONHSAG000329,NONHSAG000329
lNONHSAG000331,chr1,9942922,9949975,+,NONHSAG000331,RP11-84A14.4
lNONHSAG000333,chr1,9947317,9947636,+,NONHSAG000333,RN7SKP269
lNONHSAG000335,chr1,9983140,9984568,+,NONHSAG000335,RP11-807G9.2
lNONHSAG000337,chr1,10054444,10054781,-,NONHSAG000337,RP11-496H15.2
lNONHSAG000340,chr1,10306464,10306755,+,NONHSAG000340,RN7SL731P
lNONHSAG000344,chr1,10430766,10442503,+,NONHSAG000344,APITD1
lNONHSAG000345,chr1,10456545,10460036,+,NONHSAG000345,RP5-1113E3.3
lNONHSAG000346,chr1,10474945,10578427,+,NONHSAG000346,PEX14
lNONHSAG000355,chr1,11060205,11066270,+,NONHSAG000355,NONHSAG000355
lNONHSAG000357,chr1,11068470,11073098,+,NONHSAG000357,RP4-635E18.7
lNONHSAG000360,chr1,11099429,11102101,+,NONHSAG000360,RP4-635E18.6
lNONHSAG000361,chr1,11143702,11149538,+,NONHSAG000361,MTOR-AS1
lNONHSAG000363,chr1,11272441,11272974,-,NONHSAG000363,NONHSAG000363
lNONHSAG000364,chr1,11278615,11279351,-,NONHSAG000364,UBE2V2P3
lNONHSAG000365,chr1,11311746,11314805,-,NONHSAG000365,NONHSAG000365
lNONHSAG000366,chr1,11357979,11364530,+,NONHSAG000366,NONHSAG000366
lNONHSAG000367,chr1,11372704,11378687,+,NONHSAG000367,NONHSAG000367
lNONHSAG000368,chr1,11373499,11374707,-,NONHSAG000368,NONHSAG000368
lNONHSAG000372,chr1,11496156,11499939,-,NONHSAG000372,NONHSAG000372
lNONHSAG000374,chr1,11609530,11613356,+,NONHSAG000374,RP1-69M21.2
lNONHSAG000375,chr1,11650271,11650625,-,NONHSAG000375,NONHSAG000375
lNONHSAG000379,chr1,11726410,11731863,-,NONHSAG000379,NONHSAG000379
lNONHSAG000381,chr1,11777076,11779619,-,NONHSAG000381,RP11-56N19.5
lNONHSAG000383,chr1,11803028,11805936,-,NONHSAG000383,NONHSAG000383
lNONHSAG000384,chr1,11822796,11823281,-,NONHSAG000384,NONHSAG000384
lNONHSAG000386,chr1,11840318,11848079,+,NONHSAG000386,NPPA-AS1
lNONHSAG000387,chr1,11980213,11989213,+,NONHSAG000387,MFN2
lNONHSAG000392,chr1,12173961,12180279,+,NONHSAG000392,NONHSAG000392
lNONHSAG000399,chr1,12580624,12617343,-,NONHSAG000399,DHRS3
lNONHSAG000409,chr1,13513219,13516271,+,NONHSAG000409,RP4-597A16.2
lNONHSAG000412,chr1,13657310,13660538,-,NONHSAG000412,CTA-520D8.2
lNONHSAG000413,chr1,13671452,13674908,+,NONHSAG000413,NONHSAG000413
lNONHSAG000415,chr1,13778264,13779130,-,NONHSAG000415,NONHSAG000415
lNONHSAG000417,chr1,14195192,14198320,+,NONHSAG000417,NONHSAG000417
lNONHSAG000419,chr1,14221541,14223610,-,NONHSAG000419,RP11-344F13.1
lNONHSAG000420,chr1,14282652,14304442,-,NONHSAG000420,NONHSAG000420
lNONHSAG000421,chr1,14329067,14339459,+,NONHSAG000421,NONHSAG000421
lNONHSAG000424,chr1,14348764,14419962,-,NONHSAG000424,NONHSAG000424;RP4-704D23.1
lNONHSAG000425,chr1,14596400,14598597,-,NONHSAG000425,NONHSAG000425
lNONHSAG000426,chr1,14692128,14692613,-,NONHSAG000426,TBCAP2
lNONHSAG000427,chr1,15111814,15153612,-,NONHSAG000427,TMEM51-AS1
lNONHSAG000430,chr1,15326679,15343877,-,NONHSAG000430,RP3-467K16.2
lNONHSAG000431,chr1,15334165,15335465,-,NONHSAG000431,RP3-467K16.7
lNONHSAG000438,chr1,15586135,15603626,-,NONHSAG000438,DNAJC16;RP4-680D5.2
lNONHSAG000439,chr1,15603739,15605536,+,NONHSAG000439,CHCHD2P6
lNONHSAG000442,chr1,15666270,15669040,+,NONHSAG000442,NONHSAG000442
lNONHSAG000443,chr1,15720311,15736896,-,NONHSAG000443,RP11-288I21.1
lNONHSAG000444,chr1,15740050,15749897,-,NONHSAG000444,RP11-169K16.4
lNONHSAG000446,chr1,15789414,15800287,-,NONHSAG000446,NONHSAG000446
lNONHSAG000447,chr1,15807183,15848713,-,NONHSAG000447,RP11-169K16.7
lNONHSAG000450,chr1,15917697,15917908,-,NONHSAG000450,RP1-134O19.3
lNONHSAG000456,chr1,16006159,16006671,-,NONHSAG000456,RP11-5P18.5
lNONHSAG000458,chr1,16016946,16021832,+,NONHSAG000458,CLCNKA
lNONHSAG000464,chr1,16155211,16188290,+,NONHSAG000464,RP11-276H7.3
lNONHSAG000465,chr1,16197853,16198357,+,NONHSAG000465,ARHGEF19-AS1
lNONHSAG000466,chr1,16216468,16228027,-,NONHSAG000466,ANO7P1
lNONHSAG000467,chr1,16241160,16243225,-,NONHSAG000467,NONHSAG000467
lNONHSAG000468,chr1,16393280,16394395,+,NONHSAG000468,SZRD1
lNONHSAG000469,chr1,16367029,16398148,+,NONHSAG000469,NONHSAG000469
lNONHSAG000472,chr1,16449178,16460075,+,NONHSAG000472,NECAP2
lNONHSAG000473,chr1,16460947,16468481,+,NONHSAG000473,RP4-798A10.2
lNONHSAG000474,chr1,16460931,16499257,-,NONHSAG000474,NONHSAG000474
lNONHSAG000477,chr1,16514634,16670091,+,NONHSAG000477,RP4-798A10.7
lNONHSAG000478,chr1,16520693,16521809,+,NONHSAG000478,RP4-798A10.4
lNONHSAG000479,chr1,16532539,16536988,-,NONHSAG000479,U1
lNONHSAG000482,chr1,16591862,16613539,-,NONHSAG000482,NBPF1
lNONHSAG000483,chr1,16607309,16626815,+,NONHSAG000483,NONHSAG000483
lNONHSAG000484,chr1,16618257,16645479,-,NONHSAG000484,CROCCP2
lNONHSAG000485,chr1,16644752,16650419,+,NONHSAG000485,MST1P2
lNONHSAG000486,chr1,16647398,16649402,-,NONHSAG000486,NONHSAG000486
lNONHSAG000487,chr1,16681049,16692309,-,NONHSAG000487,EIF1AXP1
lNONHSAG000488,chr1,16687350,16690754,+,NONHSAG000488,NONHSAG000488
lNONHSAG000489,chr1,16700811,16702790,-,NONHSAG000489,RPI002_007796
lNONHSAG000496,chr1,16760439,16770237,-,NONHSAG000496,MST1L
lNONHSAG000497,chr1,16851202,16853129,-,NONHSAG000497,RP11-108M9.1
lNONHSAG000498,chr1,16870944,16874092,+,NONHSAG000498,U1
lNONHSAG000499,chr1,16888537,16894292,-,NONHSAG000499,RP11-108M9.4
lNONHSAG000500,chr1,16889094,16889602,+,NONHSAG000500,RP11-108M9.5
lNONHSAG000501,chr1,16919176,16921617,-,NONHSAG000501,NONHSAG000501
lNONHSAG000505,chr1,16974512,16978542,+,NONHSAG000505,NONHSAG000505
lNONHSAG000506,chr1,16978925,17005092,+,NONHSAG000506,RP1-37C10.3
lNONHSAG000510,chr1,17189782,17198584,+,NONHSAG000510,SDHB;RP11-380J14.1
lNONHSAG000512,chr1,17406759,17407382,+,NONHSAG000512,RP1-20B21.4;LCPAT1
lNONHSAG000514,chr1,17439848,17450705,+,NONHSAG000514,NONHSAG000514
lNONHSAG000519,chr1,17717685,17749979,+,NONHSAG000519,RP11-473A10.2
lNONHSAG000520,chr1,18000685,18008599,-,NONHSAG000520,NONHSAG000520
lNONHSAG000521,chr1,18009491,18010516,-,NONHSAG000521,NONHSAG000521
lNONHSAG000522,chr1,18065656,18074412,+,NONHSAG000522,RP11-174G17.2;LINC01654
lNONHSAG000523,chr1,18160105,18179347,-,NONHSAG000523,RP11-174G17
lNONHSAG000525,chr1,18374569,18375680,+,NONHSAG000525,NONHSAG000525
lNONHSAG000527,chr1,18385828,18388515,+,NONHSAG000527,RP11-422P22.1
lNONHSAG000528,chr1,18483817,18485984,+,NONHSAG000528,NONHSAG000528
lNONHSAG000530,chr1,18595413,18595636,+,NONHSAG000530,RP1-8B22.2
lNONHSAG000531,chr1,18746481,18748865,+,NONHSAG000531,NONHSAG000531
lNONHSAG000532,chr1,19072109,19075511,-,NONHSAG000532,NONHSAG000532
lNONHSAG000536,chr1,19210327,19241106,+,NONHSAG000536,RP1-43E13.2
lNONHSAG000539,chr1,19254790,19263003,-,NONHSAG000539,NONHSAG000539
lNONHSAG000543,chr1,19297079,19297903,+,NONHSAG000543,RP4-657E11.10
lNONHSAG000545,chr1,19331595,19334437,+,NONHSAG000545,NONHSAG000545
lNONHSAG000546,chr1,19346840,19348933,-,NONHSAG000546,NONHSAG000546
lNONHSAG000548,chr1,19424383,19424669,+,NONHSAG000548,RN7SL277P
lNONHSAG000549,chr1,19484512,19531973,+,NONHSAG000549,NONHSAG000549
lNONHSAG000550,chr1,19591801,19597661,-,NONHSAG000550,RP5-1056L3.1
lNONHSAG000554,chr1,19814366,19819502,+,NONHSAG000554,RP11-91K11.2
lNONHSAG000557,chr1,19975435,19979601,-,NONHSAG000557,PLA2G2A
lNONHSAG000559,chr1,20028369,20062322,+,NONHSAG000559,PLA2G5
lNONHSAG000560,chr1,20088591,20091607,-,NONHSAG000560,NONHSAG000560
lNONHSAG000564,chr1,20154337,20160568,+,NONHSAG000564,RP3-340N1.2
lNONHSAG000566,chr1,20173345,20186658,-,NONHSAG000566,RP3-340N1.5
lNONHSAG000567,chr1,20198990,20202801,+,NONHSAG000567,NONHSAG000567
lNONHSAG000569,chr1,20243094,20244656,+,NONHSAG000569,RP3-340N1.6
lNONHSAG000571,chr1,20294210,20323187,-,NONHSAG000571,RP4-745E8.2
lNONHSAG000572,chr1,20359800,20431234,-,NONHSAG000572,RP4-749H3.1;LINC01141
lNONHSAG000573,chr1,20375656,20382280,+,NONHSAG000573,NONHSAG000573
lNONHSAG000574,chr1,20412303,20413253,-,NONHSAG000574,RP4-749H3.2
lNONHSAG000577,chr1,20483011,20485260,-,NONHSAG000577,CAMK2N1
lNONHSAG000578,chr1,20486379,20487346,-,NONHSAG000578,NONHSAG000578
lNONHSAG000579,chr1,20642656,20652193,-,NONHSAG000579,PINK1-AS
lNONHSAG000582,chr1,20671668,20685276,-,NONHSAG000582,KIF17
lNONHSAG000583,chr1,20692733,20694013,-,NONHSAG000583,RP5-930J4.5
lNONHSAG000584,chr1,20732879,20733953,+,NONHSAG000584,RP5-930J4.2
lNONHSAG000585,chr1,20742986,20743962,+,NONHSAG000585,RP5-930J4.4
lNONHSAG000586,chr1,20775655,20786640,-,NONHSAG000586,NONHSAG000586
lNONHSAG000590,chr1,21161474,21162081,+,NONHSAG000590,RP11-628K18.1
lNONHSAG000591,chr1,21184716,21190354,-,NONHSAG000591,NONHSAG000591
lNONHSAG000593,chr1,21262891,21267252,+,NONHSAG000593,RP3-329E20.2
lNONHSAG000594,chr1,21272797,21290213,-,NONHSAG000594,NONHSAG000594
lNONHSAG000595,chr1,21276049,21278375,-,NONHSAG000595,NONHSAG000595
lNONHSAG000596,chr1,21285624,21286571,+,NONHSAG000596,NONHSAG000596
lNONHSAG000601,chr1,21423039,21427967,-,NONHSAG000601,NBPF2P
lNONHSAG000602,chr1,21434317,21437558,+,NONHSAG000602,CROCCP5
lNONHSAG000603,chr1,21440049,21455432,+,NONHSAG000603,NBPF3
lNONHSAG000605,chr1,21459755,21460082,-,NONHSAG000605,PFN1P10
lNONHSAG000606,chr1,21586472,21596257,+,NONHSAG000606,RP11-63N8.3
lNONHSAG000621,chr1,21983600,22012540,+,NONHSAG000621,CELA3B
lNONHSAG000623,chr1,22003584,22003868,-,NONHSAG000623,RN7SL768P
lNONHSAG000625,chr1,22023989,22031214,-,NONHSAG000625,RP1-224A6.3
lNONHSAG000626,chr1,22024530,22032311,+,NONHSAG000626,LINC00339
lNONHSAG000628,chr1,22059196,22064199,+,NONHSAG000628,CDC42-IT1
lNONHSAG000629,chr1,22068339,22068827,-,NONHSAG000629,RP1-224A6.8
lNONHSAG000631,chr1,22117304,22118926,-,NONHSAG000631,NONHSAG000631
lNONHSAG000636,chr1,22517473,22519708,+,NONHSAG000636,ZBTB40-IT1
lNONHSAG000638,chr1,22835712,22836849,-,NONHSAG000638,RP11-69E9.1
lNONHSAG000640,chr1,22916681,22921500,+,NONHSAG000640,NONHSAG000640
lNONHSAG000642,chr1,23020146,23088434,-,NONHSAG000642,RP1-184J9.2
lNONHSAG000643,chr1,23078341,23080039,-,NONHSAG000643,NONHSAG000643
lNONHSAG000645,chr1,23140324,23141142,+,NONHSAG000645,RP5-979D14.1
lNONHSAG000647,chr1,23277710,23296475,+,NONHSAG000647,NONHSAG000647
lNONHSAG000648,chr1,23279808,23309635,-,NONHSAG000648,RP5-1057J7.6;LINC01355
lNONHSAG000649,chr1,23368970,23371839,+,NONHSAG000649,C1orf213;ZNF436-AS1
lNONHSAG000652,chr1,23410831,23412146,+,NONHSAG000652,RP4-654C18.1
lNONHSAG000655,chr1,23474601,23476642,-,NONHSAG000655,NONHSAG000655
lNONHSAG000658,chr1,23549138,23550916,-,NONHSAG000658,RP1-150O5.3
lNONHSAG000662,chr1,23627400,23640551,+,NONHSAG000662,MDS2
lNONHSAG000663,chr1,23613792,23619468,-,NONHSAG000663,NONHSAG000663
lNONHSAG000666,chr1,23705800,23706934,-,NONHSAG000666,RP5-886K2.1
lNONHSAG000667,chr1,23723402,23724984,+,NONHSAG000667,NONHSAG000667
lNONHSAG000668,chr1,23736609,23736890,-,NONHSAG000668,RN7SL532P
lNONHSAG000670,chr1,23758388,23778385,-,NONHSAG000670,RP5-886K2.3;ELOA-AS1
lNONHSAG000671,chr1,23765780,23766589,+,NONHSAG000671,NONHSAG000671
lNONHSAG000677,chr1,23907110,23907885,-,NONHSAG000677,RP11-4M23.3
lNONHSAG000681,chr1,23977387,23978699,-,NONHSAG000681,SRSF10
lNONHSAG000682,chr1,24021719,24086799,+,NONHSAG000682,RP11-293P20.2
lNONHSAG000684,chr1,24066773,24084280,+,NONHSAG000684,RP11-293P20.4
lNONHSAG000685,chr1,24119770,24143123,-,NONHSAG000685,NONHSAG000685
lNONHSAG000687,chr1,24200239,24211694,+,NONHSAG000687,RP11-10N16.2
lNONHSAG000689,chr1,24293986,24321931,-,NONHSAG000689,RP11-10N16.3
lNONHSAG000693,chr1,24391272,24413710,-,NONHSAG000693,STPG1
lNONHSAG000695,chr1,24415749,24472983,+,NONHSAG000695,NIPAL3
lNONHSAG000696,chr1,24476255,24476737,+,NONHSAG000696,NONHSAG000696
lNONHSAG000697,chr1,24476777,24477821,+,NONHSAG000697,NONHSAG000697
lNONHSAG000698,chr1,24495929,24503119,-,NONHSAG000698,NONHSAG000698;RCAN3AS
lNONHSAG000700,chr1,24536647,24555832,-,NONHSAG000700,RP4-594I10.3
lNONHSAG000701,chr1,24538716,24539245,+,NONHSAG000701,NONHSAG000701
lNONHSAG000712,chr1,24919312,24927613,-,NONHSAG000712,RPI002_000213
lNONHSAG000714,chr1,24929869,24930278,-,NONHSAG000714,RPI002_001901
lNONHSAG000715,chr1,24930456,24966179,+,NONHSAG000715,RP11-84D1.1
