lncRNA_id,chr,start,end,strand,gene_id,gene_name
lNONMMUG000852,chr1,64078653,64090783,+,NONMMUG000852,Gm13748
lNONMMUG000856,chr1,64185990,64303043,-,NONMMUG000856,NONMMUG000856
lNONMMUG000865,chr1,64679868,64690660,-,NONMMUG000865,2810408I11Rik
lNONMMUG000867,chr1,64736239,64740607,+,NONMMUG000867,NONMMUG000867
lNONMMUG000936,chr1,68945477,68948511,-,NONMMUG000936,NONMMUG000936
lNONMMUG000943,chr1,69091912,69106741,-,NONMMUG000943,Gm16076
lNONMMUG000966,chr1,71652836,71662843,+,NONMMUG000966,NONMMUG000966
lNONMMUG000977,chr1,72236464,72274870,+,NONMMUG000977,AC120136.1
lNONMMUG000992,chr1,72936044,73101122,+,NONMMUG000992,RPI002_009345
lNONMMUG001006,chr1,73617904,73905230,-,NONMMUG001006,6030407O03Rik
lNONMMUG001008,chr1,73899779,74394677,-,NONMMUG001008,NONMMUG001008
lNONMMUG001019,chr1,74303679,74304569,+,NONMMUG001019,NONMMUG001019
lNONMMUG001030,chr1,74587615,74588133,-,NONMMUG001030,Zfp142
lNONMMUG001043,chr1,74850894,74879953,+,NONMMUG001043,Gm16582
lNONMMUG001048,chr1,74902370,74907653,+,NONMMUG001048,Gm15841
lNONMMUG001052,chr1,75193994,75202981,+,NONMMUG001052,Ankzf1
lNONMMUG001060,chr1,75368209,75375015,-,NONMMUG001060,Gm15179
lNONMMUG001082,chr1,77492070,77563743,+,NONMMUG001082,NONMMUG001082
lNONMMUG001101,chr1,78791622,79224511,-,NONMMUG001101,NONMMUG001101
lNONMMUG001135,chr1,82309853,82317618,-,NONMMUG001135,NONMMUG001135
lNONMMUG001178,chr1,84839864,84842828,+,NONMMUG001178,NONMMUG001178
lNONMMUG001181,chr1,84990494,85245709,-,NONMMUG001181,C130026I21Rik
lNONMMUG001228,chr1,86359573,86373792,+,NONMMUG001228,C130036L24Rik
lNONMMUG001258,chr1,87149709,87164876,+,NONMMUG001258,NONMMUG001258
lNONMMUG001298,chr1,88275120,88277273,-,NONMMUG001298,NONMMUG001298
lNONMMUG001327,chr1,89930233,89933290,+,NONMMUG001327,RPI002_013322
lNONMMUG001353,chr1,91298385,91311778,+,NONMMUG001353,NONMMUG001353
lNONMMUG001354,chr1,91305091,91321102,-,NONMMUG001354,Gm17090
lNONMMUG001367,chr1,92180228,92198234,+,NONMMUG001367,RPI002_008586
lNONMMUG001383,chr1,92820957,92837896,-,NONMMUG001383,NONMMUG001383
lNONMMUG001386,chr1,92908377,92911283,-,NONMMUG001386,AC119846.1
lNONMMUG001387,chr1,92909354,92910781,+,NONMMUG001387,NONMMUG001387
lNONMMUG001403,chr1,93445471,93454515,+,NONMMUG001403,NONMMUG001403
lNONMMUG001409,chr1,93635175,93637125,+,NONMMUG001409,NONMMUG001409
lNONMMUG001432,chr1,96871125,96907796,+,NONMMUG001432,AC102484.1
lNONMMUG001455,chr1,98589516,98765815,+,NONMMUG001455,NONMMUG001455
lNONMMUG001480,chr1,105356006,105361817,+,NONMMUG001480,AC124553.1
lNONMMUG001490,chr1,105978833,105990396,-,NONMMUG001490,NONMMUG001490
lNONMMUG001493,chr1,106151431,106171524,-,NONMMUG001493,NONMMUG001493
lNONMMUG001500,chr1,106541942,106575046,+,NONMMUG001500,D630008O14Rik
lNONMMUG001504,chr1,106712977,106714005,-,NONMMUG001504,NONMMUG001504
lNONMMUG001517,chr1,107917258,108056874,+,NONMMUG001517,NONMMUG001517
lNONMMUG001538,chr1,113891384,113964134,-,NONMMUG001538,AC122932.1
lNONMMUG001564,chr1,118852494,118866932,+,NONMMUG001564,NONMMUG001564
lNONMMUG001576,chr1,119520065,119528185,-,NONMMUG001576,NONMMUG001576
lNONMMUG001601,chr1,120621739,120690403,+,NONMMUG001601,NONMMUG001601
lNONMMUG001604,chr1,121087375,121178441,+,NONMMUG001604,B230209K01Rik
lNONMMUG001632,chr1,124029972,124032899,-,NONMMUG001632,NONMMUG001632
lNONMMUG001634,chr1,124044822,124046412,+,NONMMUG001634,Gm10543
lNONMMUG001638,chr1,124973781,125318869,+,NONMMUG001638,NONMMUG001638
lNONMMUG001664,chr1,127753615,127774092,-,NONMMUG001664,NONMMUG001664
lNONMMUG001680,chr1,128103330,128106899,+,NONMMUG001680,NONMMUG001680
lNONMMUG001708,chr1,130422823,130437915,+,NONMMUG001708,Gm15674
lNONMMUG001711,chr1,130462575,130557076,+,NONMMUG001711,Gm16083
lNONMMUG001741,chr1,131828282,131830569,+,NONMMUG001741,Slc41a1
lNONMMUG001745,chr1,131962953,132014486,+,NONMMUG001745,Elk4
lNONMMUG001749,chr1,132036804,132067946,+,NONMMUG001749,AC107837.1
lNONMMUG001753,chr1,132200348,132209544,+,NONMMUG001753,NONMMUG001753
lNONMMUG001754,chr1,132198414,132203957,-,NONMMUG001754,AC124108.1
lNONMMUG001762,chr1,132416453,132417998,-,NONMMUG001762,NONMMUG001762
lNONMMUG001783,chr1,133239410,133269808,-,NONMMUG001783,NONMMUG001783
lNONMMUG001790,chr1,133643535,133661380,-,NONMMUG001790,NONMMUG001790
lNONMMUG001809,chr1,134234610,134237619,+,NONMMUG001809,NONMMUG001809
lNONMMUG001821,chr1,134642253,134646521,-,NONMMUG001821,AC122771.1
lNONMMUG001823,chr1,134779592,134783023,-,NONMMUG001823,Ppp1r12b
lNONMMUG001825,chr1,134799894,134801985,-,NONMMUG001825,NONMMUG001825
lNONMMUG001834,chr1,134987807,134990214,+,NONMMUG001834,NONMMUG001834
lNONMMUG001865,chr1,136126177,136131272,-,NONMMUG001865,Gm15850
lNONMMUG001866,chr1,136140313,136144588,+,NONMMUG001866,NONMMUG001866
lNONMMUG001873,chr1,136259406,136274407,+,NONMMUG001873,AC124550.2
lNONMMUG001881,chr1,136566661,136624809,+,NONMMUG001881,NONMMUG001881
lNONMMUG001886,chr1,136669636,136690805,+,NONMMUG001886,RP23-302C16.2
lNONMMUG001887,chr1,136692802,136726142,+,NONMMUG001887,linc1423
lNONMMUG001889,chr1,136744674,136837659,-,NONMMUG001889,NONMMUG001889
lNONMMUG001897,chr1,137898594,138013100,+,NONMMUG001897,RP23-393I12.2
lNONMMUG001903,chr1,137949421,137954643,+,NONMMUG001903,NONMMUG001903
lNONMMUG001908,chr1,138123872,138175245,-,NONMMUG001908,Ptprc
lNONMMUG001920,chr1,138855696,138856849,-,NONMMUG001920,NONMMUG001920
lNONMMUG001922,chr1,138960442,138962903,-,NONMMUG001922,NONMMUG001922
lNONMMUG001923,chr1,138963707,138966441,+,NONMMUG001923,Dennd1b
lNONMMUG001937,chr1,139422437,139436906,-,NONMMUG001937,NONMMUG001937
lNONMMUG001938,chr1,139440268,139454932,-,NONMMUG001938,NONMMUG001937
lNONMMUG001962,chr1,143746751,143749401,+,NONMMUG001962,Glrx2
lNONMMUG001965,chr1,143777641,143781307,+,NONMMUG001965,NONMMUG001965
lNONMMUG001982,chr1,146809830,146841697,-,NONMMUG001982,Gm15584
lNONMMUG001993,chr1,150074872,150099963,-,NONMMUG001993,AC114655.1
lNONMMUG002016,chr1,151339603,151345231,-,NONMMUG002016,RPI002_012756
lNONMMUG002028,chr1,151719000,151720819,+,NONMMUG002028,NONMMUG002028
lNONMMUG002030,chr1,151739786,151755114,-,NONMMUG002030,NONMMUG002030
lNONMMUG002046,chr1,152524009,152762410,-,NONMMUG002046,NONMMUG002046
lNONMMUG002055,chr1,152902490,152908071,+,NONMMUG002055,NONMMUG002055
lNONMMUG002057,chr1,153035614,153450508,+,NONMMUG002057,NONMMUG002057
lNONMMUG002062,chr1,153404185,153414233,-,NONMMUG002062,linc1618
lNONMMUG002069,chr1,153721239,153740247,-,NONMMUG002069,NONMMUG002069
lNONMMUG002075,chr1,153899311,153900228,-,NONMMUG002075,NONMMUG002075
lNONMMUG002076,chr1,153979891,154119241,-,NONMMUG002076,RPI002_008342
lNONMMUG002077,chr1,153991438,154025085,+,NONMMUG002077,NONMMUG002077
lNONMMUG002078,chr1,154028951,154057320,+,NONMMUG002078,NONMMUG002078
lNONMMUG002092,chr1,154996652,155057179,-,NONMMUG002092,NONMMUG002092
lNONMMUG002114,chr1,155971505,155992205,+,NONMMUG002114,NONMMUG002114
lNONMMUG002120,chr1,156035724,156036977,+,NONMMUG002120,NONMMUG002120
lNONMMUG002146,chr1,156972759,157054034,-,NONMMUG002146,NONMMUG002146
lNONMMUG002151,chr1,157127186,157128381,+,NONMMUG002151,NONMMUG002151
lNONMMUG002173,chr1,159134271,159166481,+,NONMMUG002173,NONMMUG002173
lNONMMUG002193,chr1,160264323,160443072,+,NONMMUG002193,NONMMUG002193
lNONMMUG002215,chr1,161034421,161038539,+,NONMMUG002215,Gas5
lNONMMUG002226,chr1,161876871,161882914,+,NONMMUG002226,NONMMUG002226
lNONMMUG002228,chr1,161969199,162027106,+,NONMMUG002228,Pigc
lNONMMUG002239,chr1,162217622,162225550,+,NONMMUG002239,NONMMUG002239
lNONMMUG002287,chr1,164458508,164473755,-,NONMMUG002287,NONMMUG002287
lNONMMUG002288,chr1,164458525,164464484,+,NONMMUG002288,NONMMUG002288
lNONMMUG002290,chr1,164503306,164569334,+,NONMMUG002290,AC158943.1
lNONMMUG002295,chr1,164797447,164899591,-,NONMMUG002295,NONMMUG002295
lNONMMUG002305,chr1,165062825,165109176,+,NONMMUG002305,NONMMUG002305
lNONMMUG002309,chr1,165277759,165282577,-,NONMMUG002309,NONMMUG002309
lNONMMUG002314,chr1,165460636,165463646,+,NONMMUG002314,Mpc2
lNONMMUG002324,chr1,165703854,165706414,-,NONMMUG002324,NONMMUG002324
lNONMMUG002327,chr1,165775518,165789368,+,NONMMUG002327,Gm16565
lNONMMUG002341,chr1,165997253,166001286,-,NONMMUG002341,NONMMUG002341
lNONMMUG002342,chr1,166002957,166038259,+,NONMMUG002342,AC138358.1
lNONMMUG002352,chr1,166379740,166380833,+,NONMMUG002352,NONMMUG002352
lNONMMUG002353,chr1,166392227,166394486,-,NONMMUG002353,NONMMUG002353
lNONMMUG002358,chr1,166974022,167002055,-,NONMMUG002358,AC119212.1
lNONMMUG002365,chr1,167242456,167268113,+,NONMMUG002365,NONMMUG002365
lNONMMUG002367,chr1,167270449,167272304,-,NONMMUG002367,NONMMUG002367
lNONMMUG002374,chr1,168004138,168122465,+,NONMMUG002374,Gm20711
lNONMMUG002394,chr1,169969408,169972396,+,NONMMUG002394,AC139673.1
lNONMMUG002409,chr1,170867540,170881722,+,NONMMUG002409,Gm9929
lNONMMUG002413,chr1,171075507,171083974,+,NONMMUG002413,NONMMUG002413
lNONMMUG002429,chr1,171320541,171329144,-,NONMMUG002429,NONMMUG002429
lNONMMUG002433,chr1,171361104,171362028,+,NONMMUG002433,NONMMUG002433
lNONMMUG002434,chr1,171384096,171387566,-,NONMMUG002434,NONMMUG002434
lNONMMUG002440,chr1,171500567,171504111,-,NONMMUG002440,NONMMUG002440
lNONMMUG002482,chr1,172538132,172559895,-,NONMMUG002482,4933439K11Rik
lNONMMUG002500,chr1,174501522,174503608,-,NONMMUG002500,NONMMUG002500
lNONMMUG002537,chr1,177257452,177278976,+,NONMMUG002537,NONMMUG002537
lNONMMUG002538,chr1,177307822,177343134,+,NONMMUG002538,NONMMUG002538
lNONMMUG002539,chr1,177428337,177443270,-,NONMMUG002539,AC120370.1
lNONMMUG002545,chr1,177679741,177729756,-,NONMMUG002545,NONMMUG002545
lNONMMUG002547,chr1,177792032,177795521,-,NONMMUG002547,NONMMUG002547
lNONMMUG002548,chr1,177983633,177990444,+,NONMMUG002548,NONMMUG002548
lNONMMUG002555,chr1,178315106,178319102,-,NONMMUG002555,NONMMUG002555
lNONMMUG002557,chr1,178321108,178324172,-,NONMMUG002557,Gm16586
lNONMMUG002582,chr1,179546461,179547763,+,NONMMUG002582,Cnst
lNONMMUG002604,chr1,180357648,180364998,+,NONMMUG002604,NONMMUG002604
lNONMMUG002618,chr1,180813464,180817024,+,NONMMUG002618,Gm16067
lNONMMUG002623,chr1,180905334,180909391,-,NONMMUG002623,NONMMUG002623
lNONMMUG002633,chr1,181144256,181145970,+,NONMMUG002633,NONMMUG002633
lNONMMUG002639,chr1,181194610,181197491,-,NONMMUG002639,NONMMUG002639
lNONMMUG002664,chr1,182019674,182051527,+,NONMMUG002664,NONMMUG002664
lNONMMUG002713,chr1,184923135,184993588,+,NONMMUG002713,NONMMUG002713
lNONMMUG002716,chr1,185073593,185100823,-,NONMMUG002716,NONMMUG002716
lNONMMUG002717,chr1,185086101,185099547,+,NONMMUG002717,NONMMUG002717
lNONMMUG002726,chr1,185329450,185331858,+,NONMMUG002726,NONMMUG002726
lNONMMUG002728,chr1,185359460,185362866,-,NONMMUG002728,AC129195.1
lNONMMUG002730,chr1,185447115,185455568,-,NONMMUG002730,AC131980.1
lNONMMUG002746,chr1,186999057,187240357,+,NONMMUG002746,NONMMUG002746
lNONMMUG002776,chr1,189343430,189344897,+,NONMMUG002776,NONMMUG002776
lNONMMUG002781,chr1,189769370,189778519,-,NONMMUG002781,NONMMUG002781
lNONMMUG002799,chr1,190594261,190604548,+,NONMMUG002799,NONMMUG002799
lNONMMUG002804,chr1,190928850,190935025,+,NONMMUG002804,Angel2
lNONMMUG002807,chr1,191025349,191029781,+,NONMMUG002807,NONMMUG002807
lNONMMUG002816,chr1,191224461,191293705,+,NONMMUG002816,D730003I15Rik
lNONMMUG002827,chr1,191420361,191422733,+,NONMMUG002827,NONMMUG002827
lNONMMUG002828,chr1,191420346,191432806,-,NONMMUG002828,RPI002_012448
lNONMMUG002837,chr1,191570820,191575499,-,NONMMUG002837,RPI002_010527
lNONMMUG002846,chr1,191886129,191907527,-,NONMMUG002846,1700034H15Rik
lNONMMUG002850,chr1,192092336,192100275,+,NONMMUG002850,AC175315.1
lNONMMUG002854,chr1,192136895,192151026,+,NONMMUG002854,CAAA01201205.1
lNONMMUG002887,chr1,194621808,194651855,-,NONMMUG002887,NONMMUG002887
lNONMMUG002904,chr1,195131703,195175312,+,NONMMUG002904,NONMMUG002904
lNONMMUG002907,chr10,7211914,7218356,+,NONMMUG002907,NONMMUG002907
lNONMMUG002938,chr10,4409031,4423369,+,NONMMUG002938,Gm16153
lNONMMUG002958,chr10,3510239,3539746,+,NONMMUG002958,NONMMUG002958
lNONMMUG002968,chr10,7678970,7681158,-,NONMMUG002968,NONMMUG002968
lNONMMUG002974,chr10,7780184,7781358,+,NONMMUG002974,B430219N15Rik
lNONMMUG002977,chr10,7818371,7820793,+,NONMMUG002977,NONMMUG002977
lNONMMUG002997,chr10,8884593,8886880,+,NONMMUG002997,AC153569.1
lNONMMUG003013,chr10,9545800,9547726,-,NONMMUG003013,NONMMUG003013
lNONMMUG003022,chr10,9901157,9922938,+,NONMMUG003022,NONMMUG003022
lNONMMUG003024,chr10,9976626,10207981,+,NONMMUG003024,NONMMUG003024
lNONMMUG003028,chr10,10265602,10296929,-,NONMMUG003028,NONMMUG003028
lNONMMUG003040,chr10,11244789,11281228,-,NONMMUG003040,AC167234.1
lNONMMUG003052,chr10,13005342,13009052,-,NONMMUG003052,NONMMUG003052
lNONMMUG003059,chr10,13324348,13356281,+,NONMMUG003059,NONMMUG003059
lNONMMUG003073,chr10,13965773,13965975,+,NONMMUG003073,NONMMUG003073
lNONMMUG003075,chr10,13967023,14007406,-,NONMMUG003075,AC158608.1
lNONMMUG003089,chr10,14544489,14551090,+,NONMMUG003089,NONMMUG003089
lNONMMUG003092,chr10,14664219,14680546,+,NONMMUG003092,Gm16234
lNONMMUG003095,chr10,14703886,14705487,-,NONMMUG003095,Vta1
lNONMMUG003096,chr10,15181102,15477855,+,NONMMUG003096,NONMMUG003096
lNONMMUG003104,chr10,17790521,17799921,-,NONMMUG003104,Gm20655
lNONMMUG003123,chr10,18743468,18838313,+,NONMMUG003123,NONMMUG003123
lNONMMUG003131,chr10,19141748,19207947,+,NONMMUG003131,NONMMUG003131
lNONMMUG003150,chr10,20169899,20175353,-,NONMMUG003150,NONMMUG003150
lNONMMUG003188,chr10,22144296,22151647,-,NONMMUG003188,RP23-58L22.2
lNONMMUG003190,chr10,22187012,22302835,-,NONMMUG003190,RP24-547D11.2
lNONMMUG003194,chr10,22306701,22321765,+,NONMMUG003194,RP24-547D11.3
lNONMMUG003201,chr10,22570659,22613471,-,NONMMUG003201,NONMMUG003201
lNONMMUG003207,chr10,22731087,22748371,+,NONMMUG003207,NONMMUG003207
lNONMMUG003209,chr10,22814059,22823330,+,NONMMUG003209,NONMMUG003209
lNONMMUG003217,chr10,23726343,23747372,+,NONMMUG003217,NONMMUG003217
lNONMMUG003224,chr10,24126068,24132480,+,NONMMUG003224,Gm15137
lNONMMUG003231,chr10,24425369,24597109,-,NONMMUG003231,Gm15270
lNONMMUG003245,chr10,25130454,25200130,-,NONMMUG003245,NONMMUG003245
lNONMMUG003296,chr10,29297933,29313825,-,NONMMUG003296,NONMMUG003296
lNONMMUG003299,chr10,29362147,29365092,+,NONMMUG003299,NONMMUG003299
lNONMMUG003344,chr10,32824914,32890494,-,NONMMUG003344,NONMMUG003344
lNONMMUG003362,chr10,33950779,33951212,-,NONMMUG003362,NONMMUG003362
lNONMMUG003366,chr10,34018814,34020762,+,NONMMUG003366,NONMMUG003366
lNONMMUG003371,chr10,34282209,34301316,-,NONMMUG003371,AC113059.1
lNONMMUG003388,chr10,37137527,37138924,-,NONMMUG003388,NONMMUG003388
lNONMMUG003390,chr10,37187607,38179032,-,NONMMUG003390,NONMMUG003390
lNONMMUG003408,chr10,39368323,39369635,-,NONMMUG003408,NONMMUG003408
lNONMMUG003412,chr10,39558495,39613683,-,NONMMUG003412,Gm16365
lNONMMUG003416,chr10,39620801,39732632,-,NONMMUG003416,E130307A14Rik
lNONMMUG003437,chr10,40163406,40178662,+,NONMMUG003437,NONMMUG003437
lNONMMUG003442,chr10,40296630,40299902,+,NONMMUG003442,NONMMUG003442
lNONMMUG003443,chr10,40348507,40350242,-,NONMMUG003443,4930520K10Rik
lNONMMUG003444,chr10,40349729,40350326,+,NONMMUG003444,NONMMUG003444
lNONMMUG003445,chr10,40350666,40355737,+,NONMMUG003445,NONMMUG003445
lNONMMUG003492,chr10,42761595,42763636,-,NONMMUG003492,AC124998.1
lNONMMUG003493,chr10,42761595,42763635,+,NONMMUG003493,NONMMUG003493
lNONMMUG003499,chr10,42861381,42864699,-,NONMMUG003499,NONMMUG003499
lNONMMUG003508,chr10,43173218,43174118,+,NONMMUG003508,NONMMUG003508
lNONMMUG003520,chr10,43518570,43555817,+,NONMMUG003520,NONMMUG003520
lNONMMUG003534,chr10,44112535,44149034,-,NONMMUG003534,RPI002_010092
lNONMMUG003555,chr10,45577487,45578118,-,NONMMUG003555,NONMMUG003555
lNONMMUG003592,chr10,50593296,50594655,+,NONMMUG003592,NONMMUG003592
lNONMMUG003631,chr10,53333817,53337397,-,NONMMUG003631,NONMMUG003631
lNONMMUG003632,chr10,53337752,53345085,-,NONMMUG003632,NONMMUG003632
lNONMMUG003633,chr10,53348900,53379709,-,NONMMUG003633,NONMMUG003633
lNONMMUG003634,chr10,53379451,53381386,+,NONMMUG003634,NONMMUG003634
lNONMMUG003644,chr10,53656647,53660217,-,NONMMUG003644,NONMMUG003644
lNONMMUG003661,chr10,56431980,56475967,+,NONMMUG003661,NONMMUG003661
lNONMMUG003672,chr10,57487853,57490292,+,NONMMUG003672,NONMMUG003672
lNONMMUG003684,chr10,58255504,58255965,+,NONMMUG003684,Gcc2
lNONMMUG003706,chr10,59220934,59223681,-,NONMMUG003706,NONMMUG003706
lNONMMUG003730,chr10,60103344,60106888,-,NONMMUG003730,NONMMUG003730
lNONMMUG003736,chr10,60276127,60277589,-,NONMMUG003736,RPI002_013913
lNONMMUG003737,chr10,60346906,60372307,+,NONMMUG003737,4632428N05Rik
lNONMMUG003755,chr10,61446773,61451121,-,NONMMUG003755,NONMMUG003755
lNONMMUG003762,chr10,61674377,61680511,-,NONMMUG003762,NONMMUG003762
lNONMMUG003763,chr10,61695585,61702773,+,NONMMUG003763,NONMMUG003763
lNONMMUG003766,chr10,61783179,61784820,+,NONMMUG003766,NONMMUG003766
lNONMMUG003773,chr10,62340255,62363368,+,NONMMUG003773,2210417K05Rik
lNONMMUG003784,chr10,62650300,62651165,-,NONMMUG003784,NONMMUG003784
lNONMMUG003799,chr10,63020943,63023608,-,NONMMUG003799,NONMMUG003799
lNONMMUG003810,chr10,63339182,63349055,+,NONMMUG003810,NONMMUG003810
lNONMMUG003812,chr10,63428574,63431212,+,NONMMUG003812,NONMMUG003812
lNONMMUG003843,chr10,66912144,66920606,-,NONMMUG003843,AC153382.1
lNONMMUG003852,chr10,67119477,67126469,+,NONMMUG003852,NONMMUG003852
lNONMMUG003863,chr10,67281920,67285096,-,NONMMUG003863,NONMMUG003863
lNONMMUG003867,chr10,67544966,67547516,-,NONMMUG003867,NONMMUG003867
lNONMMUG003868,chr10,67549446,67564853,+,NONMMUG003868,NONMMUG003868
lNONMMUG003891,chr10,68272760,68275224,-,NONMMUG003891,NONMMUG003891
lNONMMUG003931,chr10,70085880,70110141,-,NONMMUG003931,NONMMUG003931
lNONMMUG003947,chr10,70599825,70600478,+,NONMMUG003947,NONMMUG003947
lNONMMUG003962,chr10,71285688,71292913,+,NONMMUG003962,NONMMUG003962
lNONMMUG003977,chr10,73099453,73099925,+,NONMMUG003977,Pcdh15
lNONMMUG003978,chr10,73201398,73327175,-,NONMMUG003978,Gm15398
lNONMMUG003980,chr10,73489973,73518391,+,NONMMUG003980,Gm15397
lNONMMUG004001,chr10,75590141,75590653,-,NONMMUG004001,Gm9985
lNONMMUG004007,chr10,75858195,75862089,+,NONMMUG004007,NONMMUG004007
lNONMMUG004009,chr10,75886943,75893082,-,NONMMUG004009,NONMMUG004009
lNONMMUG004010,chr10,75921211,75922541,+,NONMMUG004010,NONMMUG004010
lNONMMUG004017,chr10,76345451,76347162,+,NONMMUG004017,RPI002_011882
lNONMMUG004019,chr10,76442467,76443770,+,NONMMUG004019,NONMMUG004019
lNONMMUG004022,chr10,76544759,76562211,-,NONMMUG004022,4930483K19Rik
lNONMMUG004044,chr10,77418375,77420939,+,NONMMUG004044,NONMMUG004044
lNONMMUG004054,chr10,77622332,77623554,+,NONMMUG004054,NONMMUG004054
lNONMMUG004070,chr10,78170024,78172910,+,NONMMUG004070,NONMMUG004070
lNONMMUG004084,chr10,78747129,78774295,+,NONMMUG004084,NONMMUG004084
lNONMMUG004089,chr10,79667756,79670220,-,NONMMUG004089,NONMMUG004089
lNONMMUG004092,chr10,79767074,79769983,+,NONMMUG004092,NONMMUG004092
lNONMMUG004095,chr10,79792578,79794656,-,NONMMUG004095,NONMMUG004095
lNONMMUG004097,chr10,79849451,79854971,-,NONMMUG004097,E130317F20Rik
lNONMMUG004108,chr10,80053227,80053943,-,NONMMUG004108,NONMMUG004108
